1913,252
1924,253
1934,254
1944,254
1955,253
1966,253
1976,253
1986,252
1996,252
2007,252
2018,253
2028,253
2038,252
2049,251
2059,252
2069,252
2080,252
2091,252
2101,253
2111,252
2121,251
2132,251
2143,253
2153,253
2163,251
2173,252
2184,252
2195,252
2205,252
2215,251
2226,252
2236,253
2246,252
2257,252
2268,251
2278,252
2288,252
2298,251
2310,252
2320,251
2330,251
2340,251
2351,252
2361,252
2372,250
2382,250
2393,250
2403,250
2413,250
2423,251
2435,251
2445,250
2455,250
2465,250
2476,252
2486,252
2497,252
2507,251
2518,252
2528,252
2538,251
2549,251
2560,251
2570,252
2580,252
2590,251
2600,251
2612,252
2622,251
2632,251
2642,251
2653,251
2663,251
2674,251
2684,251
2695,252
2705,250
2715,251
2726,250
2737,250
2747,249
2757,250
2767,250
2778,251
2789,251
2799,251
2809,252
2820,251
2830,251
2840,252
2851,252
2862,252
2872,251
2882,252
2892,252
2904,252
2914,252
2924,252
2934,251
2945,251
2955,251
2966,252
2976,251
2987,252
2997,251
3007,251
3017,251
3028,251
3039,250
3049,251
3059,252
3069,251
3081,251
3091,251
3101,251
3111,252
3122,252
3132,251
3143,251
3153,251
3164,251
3174,252
3184,251
3194,251
3206,251
3216,252
3226,252
3236,251
3247,252
3258,252
3268,252
3278,252
3289,252
3299,252
3309,252
3320,252
3331,251
3341,251
3351,251
3361,252
3372,252
3383,252
3393,252
3403,251
3414,252
3424,252
3435,252
3445,252
3456,251
3466,252
3476,252
3486,252
3497,252
3508,251
3518,251
3528,252
3538,252
3549,252
3560,252
3570,251
3580,251
3591,252
3601,251
3612,252
3622,252
3633,251
3643,252
3653,252
3663,251
3675,251
3685,252
3695,251
3705,251
3716,252
3726,251
3737,251
3747,251
3758,252
3768,251
3778,250
3789,251
3800,251
3810,251
3820,250
3830,252
3841,251
3852,251
3862,252
3872,251
3883,252
3893,251
3903,250
3914,250
3924,250
3935,250
3945,250
3955,250
3966,250
3977,249
3987,249
3997,250
4007,250
4018,249
4029,249
4039,250
4049,250
4060,250
4070,250
4080,250
4091,250
4102,250
4112,249
4122,249
4132,250
4144,249
4154,249
4164,250
4174,250
4185,250
4195,249
4206,249
4216,250
4227,250
4237,249
4247,249
4257,249
4269,249
4279,249
4289,250
4299,249
4310,249
4321,249
4331,250
4341,250
4352,249
4362,250
4372,249
4383,250
4393,250
4404,249
4414,250
4424,250
4434,249
4446,249
4456,250
4466,250
4476,250
4487,250
4497,250
4508,249
4518,249
4529,249
4539,249
4549,250
4560,250
4571,250
4581,249
4591,250
4601,249
4612,250
4623,250
4633,250
4643,249
4654,250
4664,250
4674,250
4685,250
4696,249
4706,250
4716,249
4726,250
4738,250
4748,250
4758,250
4768,249
4779,250
4789,249
4800,250
4810,250
4820,249
4831,250
4841,250
4851,250
4862,249
4873,250
4883,250
4893,249
4903,250
4915,250
4925,250
4935,249
4945,250
4956,249
4966,250
4977,250
4987,250
4998,250
5008,250
5018,250
5028,250
5040,250
5050,250
5060,249
5070,250
5081,250
5092,250
5102,249
5112,250
5123,250
5133,250
5143,250
5154,250
5165,250
5175,252
5185,249
5195,250
5206,250
5217,250
5227,250
5237,250
5248,251
5258,251
5269,249
5279,250
5289,250
5300,251
5310,250
5320,250
5331,250
5342,250
5352,250
5362,250
5372,250
5383,251
5394,250
5404,250
