,1001
8101,1003
8113,1003
8124,1003
8135,1003
8147,1003
8159,1003
8170,1003
8181,1003
8193,1003
8205,1004
8216,1004
8227,1003
8239,1003
8250,1003
8261,1004
8273,1004
8285,1004
8296,1003
8307,1003
8318,1004
8330,1003
8342,1004
8353,1003
8365,1003
8376,1003
8387,1003
8398,1003
8411,1003
8422,1003
8433,1003
8444,1003
8456,1004
8467,1004
8479,1003
8491,1004
8502,1003
8513,1003
8524,1003
8537,1003
8548,1003
8559,1003
8570,1002
8582,1003
8593,1003
8605,1003
8616,1003
8628,1003
8639,1003
8650,1003
8662,1003
8674,1003
8685,1003
8696,1003
8708,1002
8719,1002
8730,1003
8742,1002
8754,1003
8765,1003
8776,1003
8787,1003
8799,1002
8811,1003
8822,1002
8834,1003
8845,1003
8856,1002
8867,1002
8880,1003
8891,1002
8902,1002
8913,1003
8925,1002
8937,1002
8948,1002
8960,1002
8971,1002
8982,1001
8993,1002
9006,1003
9017,1002
9028,1002
9039,1002
9051,1002
9062,1002
9074,1002
9085,1002
9097,1002
9108,1002
9119,1002
9131,1002
9143,1002
9154,1001
9165,1002
9177,1002
9188,1002
9199,1002
9211,1002
9223,1002
9234,1001
9245,1003
9256,1002
9269,1002
9280,1003
9291,1003
9303,1002
9314,1002
9325,1003
9337,1002
9349,1002
9360,1003
9371,1002
9382,1002
9394,1002
9406,1002
9417,1003
9428,1002
9440,1002
9451,1002
9462,1002
9475,1002
9486,1002
9497,1002
9508,1002
9520,1002
9531,1002
9543,1002
9554,1002
9566,1002
9577,1002
9588,1002
9600,1002
9612,1002
9623,1002
9634,1002
9646,1001
9657,1002
9669,1002
9680,1002
9692,1001
9703,1002
9714,1002
9725,1001
9738,1002
9749,1002
9760,1002
9772,1002
9783,1001
9794,1002
9806,1001
9818,1001
9829,1001
9840,1002
9851,1002
9863,1001
9875,1002
9886,1002
9897,1002
9909,1001
9920,1002
9931,1001
9944,1002
9955,1002
9966,1002
9977,1001
9989,1002
10001,1002
10013,1002
10025,1002
10038,1002
10050,1001
10062,1002
10076,1002
10088,1002
10100,1001
10113,1001
10125,1001
10138,1001
10150,1001
10163,1001
10175,1001
10187,1001
10201,1001
10213,1001
10225,1001
10237,1001
10250,1001
10262,1001
10275,1001
10288,1001
10300,1001
10312,1001
10324,1001
10338,1001
10350,1001
10362,1001
10375,1002
10387,1001
10400,1001
10413,1002
10425,1002
10437,1001
10449,1002
10462,1001
10475,1002
10487,1001
10500,1001
10512,1001
10524,1001
10537,1001
10550,1001
10562,1002
10574,1000
10587,1001
10600,1001
10612,1001
10625,1001
10637,1002
10649,1001
10661,1001
10675,1002
10687,1001
10699,1001
10712,1001
10724,1001
10737,1001
10749,1001
10762,1002
10774,1001
10786,1001
10800,1001
10812,1001
10824,1002
10836,1002
10849,1001
10861,1002
10874,1001
10887,1002
10899,1002
10911,1002
10924,1001
10937,1001
10949,1002
10961,1000
10974,1001
10986,1000
10999,1001
11012,1001
11024,1001
11036,1001
11048,1001
11061,1001
11074,1001
11086,1001
11099,1001
11111,1001
11123,1001
11137,1001
11149,1001
11161,1001
11173,1001
11186,1001
11199,1001
11211,1002
11224,1002
11236,1002
11248,1002
11260,1002
11274,1001
11286,1001
11298,1002
11311,1002
11323,1002
11336,1002
11348,1001
11361,1002
11373,1001
11385,1002
11399,1001
11411,1002
11423,1001
11436,1002
11448,1002
11460,1002
11473,1002
11486,1002
11498,1003
11510,1003
11523,1002
11536,1003
11548,1003
11560,1003
11573,1003
11585,1003
11598,1003
11611,1003
11623,1003
11635,1003
11648,1003
11660,1004
11673,1004
11685,1004
11698,1004
11710,1004
11722,1004
11736,1004
11748,1004
11760,1004
11772,1004
11785,1004
11798,1004
11810,1003
11823,1004
11835,1004
11847,1004
11859,1005
11873,1004
11885,1005
11897,1005
11910,1005
11922,1005
11935,1005
11948,1005
11960,1005
11972,1005
11984,1005
11998,1005
12010,1005
12022,1005
12035,1005
12047,1005
12059,1006
12072,1005
12085,1005
12097,1006
12109,1005
12122,1005
12135,1005
12147,1006
12160,1005
12172,1005
12184,1005
12197,1004
12210,1005
12222,1004
12234,1005
12247,1005
12259,1006
12272,1006
12284,1006
12297,1005
12309,1006
12321,1007
12335,1007
12347,1007
12359,1007
12371,1007
12384,1007
12397,1007
12409,1007
12422,1007
12434,1008
12446,1007
12459,1007
12472,1008
12484,1007
12496,1007
12509,1008
12521,1008
12534,1008
12547,1007
12559,1008
12571,1007
12583,1007
12597,1007
12609,1007
12621,1007
12634,1006
12646,1007
12658,1007
12672,1007
12684,1007
12696,1007
12708,1007
12721,1007
12734,1007
12746,1007
12759,1007
12771,1007
12783,1007
12796,1007
12809,1007
12821,1007
12833,1007
12846,1007
12858,1007
12871,1006
12883,1007
12896,1007
12908,1007
12920,1007
12934,1007
12946,1007
12958,1007
12971,1007
12983,1007
12996,1007
13008,1007
13021,1006
13033,1007
13045,1006
13058,1007
13071,1007
13083,1006
13095,1007
13108,1007
13120,1007
13133,1007
13146,1007
13158,1006
13170,1007
13182,1007
13196,1007
13208,1007
13220,1007
13233,1007
13245,1007
13257,1006
13271,1006
13283,1006
13295,1006
13307,1006
13320,1006
13333,1006
13345,1006
13358,1006
13370,1005
13382,1006
13395,1006
13408,1005
13420,1005
13432,1004
13445,1005
13457,1003
13470,1004
13483,1003
13495,1004
13507,1003
13519,1004
13533,1003
13545,1004
13557,1003
13570,1004
13582,1003
13595,1003
13607,1003
13620,1003
13632,1003
13644,1003
13657,1003
13670,1004
13682,1003
13694,1003
13707,1004
13719,1003
13732,1003
13745,1004
13757,1003
13769,1003
13782,1003
13795,1003
13807,1003
13819,1003
13832,1003
13844,1003
13856,1003
13870,1002
13882,1003
13894,1003
13906,1003
13919,1003
13932,1003
13944,1003
13957,1003
13969,1003
13981,1003
13995,1003
14007,1003
14019,1003
14031,1003
14044,1003
14056,1003
14069,1003
14082,1003
14094,1003
14106,1003
14118,1003
14132,1003
14144,1003
14156,1003
14169,1003
14181,1003
14194,1003
14206,1003
14219,1003
14231,1003
14243,1003
14256,1002
14269,1003
14281,1002
14294,1003
14306,1003
14318,1003
14331,1003
14344,1003
14356,1002
14368,1003
14381,1003
14394,1003
14406,1003
14418,1003
14431,1003
14443,1003
14455,1003
14469,1002
Valve opened
14495,1003
14508,1003
14520,1002
14533,1003
14545,1003
14558,1003
14570,1003
14582,1002
14596,1002
14608,1003
14620,1002
14632,1003
14645,1002
14657,1003
14670,1002
14683,1003
14695,1002
14707,1002
14720,1001
14733,1003
14745,1002
14757,1003
14770,1002
14782,1003
14795,1003
14808,1003
14820,1002
14832,1002
14844,1002
14857,1003
14870,1002
14882,1003
14895,1002
14907,1002
14919,1002
14932,1003
14945,1003
14957,1003
14969,1003
14982,1002
14995,1003
15007,1003
15020,1003
15032,1002
15044,1003
15056,1002
15070,1002
15082,1003
15094,1003
15107,1003
15119,1002
15132,1003
15144,1002
15157,1003
15169,1003
15181,1003
15195,1003
15207,1003
15219,1003
15232,1003
15244,1003
15256,1003
15269,1003
15282,1003
15294,1003
15306,1003
15319,1003
15332,1003
15344,1003
15356,1003
15369,1003
15381,1002
15394,1003
15407,1003
15419,1003
15431,1003
15443,1002
15456,1003
15469,1002
15481,1003
15494,1003
15506,1003
15518,1003
15532,1003
15544,1003
15556,1003
15568,1003
15581,1003
15594,1003
15606,1003
15619,1003
15631,1003
15643,1003
15655,1002
15669,1002
15681,1003
15693,1003
15706,1003
15718,1003
15731,1003
15744,1003
15756,1003
15768,1003
15780,1003
15794,1003
15806,1003
15818,1003
15831,1002
15843,1003
15855,1002
15868,1002
15881,1001
15893,1002
15905,1002
15918,1004
15931,1003
15943,1003
15955,1003
15968,1003
15980,1003
15993,1002
16006,1003
16018,1002
16030,1003
16043,1003
16055,1003
16068,1003
16080,1003
16093,1003
16105,1003
16117,1003
16131,1003
16143,1002
16155,1003
16167,1003
16180,1003
16193,1003
16205,1003
16218,1003
16230,1003
16242,1002
16254,1002
16268,1002
16280,1002
16292,1002
16305,1002
16317,1002
16330,1003
16343,1002
16355,1003
16367,1002
16379,1002
16393,1003
16405,1003
16417,1003
16430,1002
16442,1003
16454,1002
16467,1002
16480,1002
16492,1002
16504,1002
16517,1003
16530,1003
16542,1002
16555,1003
16567,1002
16579,1002
16592,1003
16605,1002
16617,1002
16629,1003
16642,1002
16654,1003
16667,1002
16679,1002
16692,1002
16704,1001
16716,1002
16730,1002
16742,1002
16754,1002
16766,1002
16779,1002
16792,1002
16804,1002
16817,1002
16829,1002
16841,1002
16854,1003
16867,1002
16879,1003
16891,1002
16904,1002
16916,1002
16929,1002
16942,1002
16954,1002
16966,1002
16978,1002
16992,1002
17004,1002
17016,1002
17029,1002
17041,1002
17053,1002
17067,1002
17079,1002
17091,1001
17103,1002
17116,1001
17129,1002
17141,1001
17154,1002
17166,1001
17178,1001
17191,1001
17204,1001
17216,1001
17228,1001
17241,1001
17253,1001
17266,1000
17278,1000
17291,1000
17303,1000
17315,1000
17329,999
17340,999
17351,999
17362,1000
17375,1000
17387,1000
17400,1000
17413,1000
17425,1000
17437,999
17448,1000
17462,999
17473,1000
17485,999
17497,1000
17509,999
17520,1000
17533,1000
17546,1000
17558,999
17569,999
17581,1000
17594,999
17605,999
17616,998
17628,999
17639,999
17650,999
17662,999
17674,999
17685,999
17696,999
17708,998
17719,999
17731,998
17742,998
17754,999
17765,998
17776,998
17787,998
17800,998
17811,997
17822,998
17833,998
17845,998
17857,998
17868,998
17880,998
17891,998
17902,998
17913,998
17926,999
17937,998
17948,997
17959,998
17971,998
17982,998
17994,998
18006,998
18017,998
18028,998
18039,997
18051,998
18063,998
18074,998
18085,998
18097,998
18108,998
18119,998
18131,998
18143,998
18154,998
18165,998
18177,998
18189,998
18200,998
18211,998
18223,998
18234,998
18245,998
18257,998
18269,998
18280,997
18291,997
18302,998
18314,997
18326,997
18337,998
18349,998
18360,997
18371,996
18382,997
18395,997
18406,997
18417,997
18428,996
18440,997
18451,997
18463,997
18475,996
18486,997
18497,997
18508,997
18520,997
18532,996
18543,997
18554,997
18566,997
18577,997
18589,997
18600,996
18612,996
18623,997
18634,996
18646,997
18658,996
18669,996
18680,996
18692,995
18703,995
18714,996
18726,996
18738,996
18749,995
18760,996
18771,995
18783,995
18795,995
18806,995
18818,995
18829,996
18840,996
18851,995
18864,995
18875,995
18886,995
18897,995
18909,996
18921,995
18932,995
18944,995
18955,995
18966,996
18977,995
18990,995
19001,995
19012,995
19023,994
19035,995
19046,995
19058,995
19069,995
19081,995
19092,995
19103,995
19115,995
19127,995
19138,995
19149,995
19161,995
19172,995
19183,994
19195,995
19207,995
19218,994
19229,995
19240,995
19252,994
19264,995
19275,995
19287,995
19298,995
19309,994
19321,994
19333,994
19344,994
19355,994
19366,994
19378,994
19390,994
19401,994
19412,994
19424,994
19435,994
19446,995
19459,994
19470,994
19481,994
19492,993
19504,994
19515,993
19527,993
19538,994
19550,993
19561,993
19572,993
19584,992
19596,991
19607,991
19618,992
19630,992
19641,992
19653,992
19664,992
19676,992
19687,992
19698,993
19709,993
19722,993
19733,992
19744,992
19756,991
19767,990
19778,991
19790,990
19802,990
19813,990
19824,990
19835,991
19847,990
19859,990
19870,991
19881,991
19893,992
19904,992
19915,992
19928,991
19939,992
19950,992
19961,992
19973,992
19984,992
19996,992
20007,991
20019,992
20030,992
20041,992
20054,992
20065,992
20076,992
20087,993
20099,992
20110,993
20122,992
20133,993
20145,992
20156,993
20167,994
20178,992
20191,993
20202,993
20213,993
20225,993
20236,993
20247,993
20259,992
20271,993
20282,993
20293,993
20304,993
20316,993
20328,993
20339,992
20350,993
20362,993
20373,993
20385,993
20397,992
20408,993
20419,992
20430,992
20442,993
20454,993
20465,992
20476,992
20488,992
20499,992
20510,992
20523,993
20534,993
20545,992
20556,992
20568,992
20579,992
20591,991
20602,992
20614,993
20625,992
20636,992
20647,992
20660,993
20671,991
20682,992
20694,993
20705,992
20716,992
20728,992
20740,992
20751,991
20762,992
20773,992
20786,993
20797,992
20808,992
20819,992
20831,992
20842,993
20854,993
20866,993
20877,992
20888,992
20899,992
20911,992
20923,993
20934,993
20945,992
20957,993
20968,992
20979,992
20992,993
21003,992
21014,993
21025,992
21037,992
21048,992
21060,992
21071,993
21083,991
21094,992
21105,992
21117,992
21129,992
21140,992
21151,992
21163,991
21174,992
21186,992
21197,992
21209,992
21220,992
21231,992
21242,992
21255,992
21266,992
21277,992
21288,992
21300,992
21311,992
21323,992
21335,992
21346,992
21357,992
21368,992
21380,993
21392,992
21403,992
21414,992
21426,992
21437,992
21448,992
21460,992
21472,992
21483,992
21494,991
21506,992
21518,992
21529,992
21540,992
21552,992
21563,992
21574,991
21586,992
21598,992
21609,992
21620,992
21632,992
21643,992
21655,992
21666,992
21678,992
21689,992
21700,992
21711,992
21724,992
21735,992
21746,992
21757,992
21769,992
21780,992
21792,992
21804,992
21815,992
21826,992
21837,992
21850,992
21861,992
21872,992
21883,992
21895,992
21906,991
21918,992
21929,992
21941,992
21952,992
21963,992
21975,992
21987,991
21998,992
22009,992
22021,992
22032,992
22043,991
22055,992
22067,992
22078,991
22089,992
22100,992
22112,992
22124,992
22135,992
22147,992
22158,991
22169,992
22180,992
22193,992
22204,992
22215,992
22226,992
22238,991
22250,992
22261,992
22273,992
22284,992
22295,992
22306,992
22319,991
22330,992
22341,992
22352,992
22364,992
22375,992
22387,992
22398,992
22410,992
22421,992
22432,992
22444,992
22456,992
22467,992
22478,992
22490,992
22501,992
22512,992
22524,992
22536,992
22547,992
22558,992
22569,991
22582,992
22593,991
22604,992
22616,992
22627,992
22638,992
22650,991
22662,991
22673,992
22684,992
22695,992
22707,991
22719,992
22730,991
22742,992
22753,992
22764,992
22775,992
22788,992
22799,992
22810,991
22821,991
22833,992
22844,992
22856,992
22867,992
22879,992
22890,992
22901,991
22913,991
22925,991
22936,991
22947,992
22959,992
22970,992
22982,991
22993,992
23005,991
23016,992
23027,992
23038,992
23051,991
23062,990
23073,991
23085,991
23096,992
23107,992
23119,991
23131,992
23142,991
23153,991
23164,991
23176,991
23188,992
23199,991
23211,991
23222,991
23233,991
23244,991
23257,991
23268,992
23279,991
23290,991
23302,991
23314,991
23325,991
23336,991
23348,991
23359,991
23370,992
23383,991
23394,991
23405,991
23416,991
23428,991
23439,992
23451,991
23462,991
23474,990
23485,991
23496,991
23507,991
23520,992
23531,992
23542,991
23554,991
23565,991
23576,991
23588,991
23600,991
23611,991
23622,991
23633,991
23645,991
23657,992
23668,991
23680,991
23691,991
23702,991
23714,991
23726,990
23737,991
23748,991
23759,991
23771,991
23783,991
23794,991
23805,990
23817,991
23828,991
23839,991
23852,991
23863,991
23874,991
23885,991
23897,991
23908,991
23920,991
23931,991
23943,991
23954,991
23965,990
23976,991
23989,991
24000,991
24011,991
24023,991
24034,991
24046,991
24057,991
24069,991
24080,991
24091,991
24102,991
24115,991
24126,991
24137,991
24148,991
24160,991
24171,991
24183,992
24195,991
24206,991
24217,991
24228,991
24240,990
24252,991
24263,991
24274,992
24286,991
24297,990
24308,991
24321,991
24332,991
24343,991
24354,991
24366,991
24377,990
24389,991
24400,991
24412,991
24423,990
24434,990
24446,991
24458,991
24469,991
24480,991
24492,990
24503,990
24515,990
24526,991
24538,991
24549,990
24560,991
24571,991
24584,991
24595,991
24606,990
24617,991
24629,990
24640,991
24652,991
24664,990
24675,991
24686,990
24697,991
24709,991
24721,991
24732,990
24743,991
24755,991
24766,991
24778,990
24790,990
24801,990
24812,991
24823,991
24835,991
24847,990
24858,990
24869,991
24881,990
24892,990
24903,991
24915,991
24927,990
24938,991
24949,990
24961,990
24972,991
24984,990
24995,991
25007,990
25018,990
25029,991
25040,989
25053,990
25064,990
25075,990
25086,990
25098,990
25109,990
25121,990
25133,991
25144,990
25155,990
25166,990
25179,990
25190,991
25201,991
25212,991
25224,991
25235,990
25247,991
25259,990
25270,990
25281,990
25292,991
25304,991
25316,990
25327,990
25338,990
25350,990
25361,991
25372,990
25384,991
25396,990
25407,990
25418,990
25430,990
25441,990
25453,989
25464,991
25476,991
25487,991
25498,990
25510,990
25522,991
25533,990
25544,991
25555,991
25567,990
25579,990
25590,990
25602,990
25613,991
25624,990
25635,990
25648,990
25659,990
25670,990
25681,990
25693,990
25704,990
25716,991
25728,990
25739,990
25750,990
25761,990
25773,990
25785,990
25796,991
25807,990
25819,991
25830,990
25841,990
25853,990
25865,989
25876,991
25887,990
25899,990
25911,990
25922,990
25933,990
25945,990
25956,990
25967,991
25979,990
25991,990
26002,990
26013,990
26024,990
26036,990
26048,991
26059,990
26071,990
26082,990
26093,990
26104,990
26117,990
26128,991
26139,990
26150,990
26162,990
26173,990
26185,990
26196,990
26208,991
26219,990
26230,990
26243,990
26254,990
26265,990
26276,990
26288,990
26299,990
26311,990
26322,990
26334,990
26345,990
26356,990
26368,990
26380,990
26391,990
26402,990
26414,990
26425,990
26436,990
26448,990
26460,990
26471,990
26482,990
26493,990
26505,990
26517,990
26528,990
26540,990
26551,990
26562,990
26573,990
26586,991
26597,991
26608,990
26619,990
26631,990
26643,990
26654,991
26665,990
26677,990
26688,990
26699,990
26712,990
26723,990
26734,990
26745,990
26757,990
26768,990
26780,990
26791,990
26803,990
26814,990
26825,990
26836,990
26849,990
26860,990
26871,990
26883,990
26894,990
26905,990
26917,990
26929,990
26940,989
26951,990
26962,990
26975,990
26986,990
26997,991
27009,990
27020,990
27031,990
27043,990
27055,990
27066,989
27077,990
27088,990
27100,990
27112,990
27123,990
27134,990
27146,990
27157,990
27168,989
27181,990
27192,990
27203,991
27214,990
27226,990
27237,990
27249,990
27260,990
27272,989
27283,990
27294,990
27305,990
27318,990
27329,990
27340,990
27352,989
27363,991
27375,990
27386,990
27398,990
27409,990
27420,990
27431,989
27444,991
27455,990
27466,990
27478,990
27489,990
27500,990
27512,990
27524,990
27535,990
27546,990
27557,990
27569,990
27581,990
27592,990
27603,990
27615,990
27626,990
27637,990
27650,990
27661,990
27672,990
27683,989
27695,990
27707,990
27718,990
27729,990
27741,990
27752,990
27763,990
27776,990
27787,990
27798,990
27809,990
27821,990
27832,990
27844,989
27855,990
27867,990
27878,990
27889,989
27900,990
27913,990
27924,990
27935,990
27947,990
27958,990
27969,990
27981,990
27993,990
28004,990
28015,990
28026,990
28038,990
28050,990
28061,991
28072,990
28084,990
28095,990
28107,990
28119,990
28130,990
28141,990
28152,990
28164,990
28176,989
28187,990
28198,990
28210,990
28221,990
28232,990
28244,990
28256,990
28267,990
28278,990
28290,990
28301,990
28313,989
28324,990
28336,990
28347,990
28358,990
28369,990
28382,989
28393,989
28404,990
28416,990
28427,990
28439,990
28450,990
28462,989
28473,990
28484,990
28495,990
28508,989
28519,990
28530,989
28541,990
28553,990
28564,989
28576,990
28588,989
28599,989
28610,990
28621,990
28633,989
28645,989
28656,990
28667,989
28679,990
28690,990
28701,990
28713,990
28725,989
28736,990
28747,990
28759,989
28770,990
28782,989
28793,990
28805,989
28816,990
28827,990
28839,990
28851,990
28862,990
28873,990
28884,990
28896,990
28908,990
28919,989
28931,989
28942,989
28953,990
28964,989
28977,989
28988,990
28999,988
29010,988
29022,990
29033,989
29045,990
29057,990
29068,990
29079,989
29090,989
29102,989
29114,989
29125,990
29136,989
29148,989
29159,990
29171,990
29182,990
29194,990
29205,989
29216,989
29228,989
29240,990
29251,989
29262,989
29274,990
29285,989
29296,989
29308,990
29320,990
29331,989
29342,989
29353,990
29365,990
29377,990
29388,989
29400,989
29411,989
29422,989
29433,989
29446,989
29457,989
29468,989
29479,989
29491,989
29502,989
29514,989
29526,989
29537,989
29548,989
29559,989
29572,989
29583,990
29594,989
29605,989
29617,989
29628,989
29640,989
29651,989
29663,988
29674,989
29685,989
29697,989
29709,989
29720,989
29731,989
29743,988
29754,989
29765,989
29777,989
29789,989
29800,989
29811,989
29822,989
29834,989
29846,989
29857,989
29869,989
29880,989
29891,989
29903,989
29915,989
29926,989
29937,989
29948,989
29960,989
29972,989
29983,989
29995,989
30006,989
30017,989
30028,989
30041,989
30052,988
30063,990
30074,989
30086,989
30097,989
30109,989
30120,989
30132,989
30143,990
30154,988
30166,989
30178,989
30189,989
30200,989
30212,989
30223,989
30234,988
30246,989
30258,989
30269,989
30280,989
30291,989
30304,989
30315,989
30326,989
30338,989
30349,988
30360,989
30372,989
30384,989
30395,989
30406,988
30417,989
30429,989
30441,989
30452,989
30464,988
30475,989
30486,987
30497,989
30510,988
30521,989
30532,988
30543,989
30555,988
30566,988
30578,988
30589,988
30601,988
30612,989
30623,988
30636,989
30647,988
30658,988
30669,989
30681,989
30692,989
30704,988
30715,988
30727,989
30738,988
30749,988
30760,988
30773,988
30784,988
30795,988
30807,989
30818,988
30829,988
30841,988
30853,989
30864,988
30875,988
30886,988
30898,987
30910,989
30921,988
30932,988
30944,989
30955,988
30966,988
30979,988
30990,988
31001,988
31012,988
31024,988
31036,988
31047,988
31058,988
31070,988
31081,988
31092,988
31105,988
31116,988
31127,988
31138,988
31150,987
31161,987
31173,988
31184,988
31196,988
31207,988
31218,988
31229,988
31242,987
31253,988
31264,988
31276,988
31287,988
31298,988
31310,987
31322,987
31333,988
31344,988
31355,988
31368,987
31379,988
31390,987
31401,988
31413,988
31424,988
31436,988
31448,987
31459,988
31470,988
31481,988
31493,987
31505,987
31516,987
31527,988
31539,987
31550,988
31561,987
31574,987
31585,987
31596,987
31607,988
31619,987
31630,987
31642,986
31653,987
31665,987
31676,988
31687,988
31698,987
31711,988
31722,987
31733,986
31745,987
31756,987
31768,987
31779,987
31791,987
31802,987
31813,987
31824,987
31837,987
31848,987
31859,987
31870,987
31882,987
31893,987
31905,987
31917,987
31928,987
31939,987
31950,987
31962,987
31974,987
31985,987
31996,987
32008,987
32019,987
32030,987
32043,987
32054,986
32065,987
32076,987
32088,987
32100,987
32111,987
32122,987
32134,987
32145,987
32156,987
32168,987
32180,987
32191,987
32202,987
32214,986
32225,987
32237,986
32248,986
32260,986
32271,986
32282,986
32293,987
32306,986
32317,986
32328,986
32339,986
32351,986
32362,986
32374,986
32386,985
32397,986
32408,986
32419,986
32431,986
32443,986
32454,986
32465,986
32477,986
32488,986
32500,986
32512,986
32523,986
32534,986
32545,985
32557,986
32569,986
32580,985
32591,986
32603,985
32614,986
32625,985
32637,986
32649,986
32660,986
32671,985
32683,985
32694,985
32706,986
32717,985
32729,985
32740,985
32751,985
32762,985
32775,985
32786,986
32797,984
32808,985
32820,985
32832,985
32843,985
32855,985
32866,985
32877,984
32888,985
32901,985
32912,985
32923,984
32934,985
32946,985
32957,985
32969,985
32980,985
32992,985
