Valve Opened
12.75, 181.00, -11.45
12.77, 181.00, -11.12
12.80, 182.00, -10.69
12.82, 181.00, -10.27
12.85, 181.00, -9.90
12.87, 181.00, -9.54
12.89, 179.00, -9.21
12.91, 179.00, -9.00
12.94, 180.00, -8.64
12.96, 179.00, -8.34
12.98, 180.00, -8.01
13.01, 179.00, -7.75
13.03, 179.00, -7.42
13.05, 177.00, -7.16
13.07, 178.00, -6.84
13.10, 179.00, -6.47
13.12, 179.00, -6.11
13.14, 177.00, -5.81
13.16, 180.00, -5.47
13.19, 179.00, -5.14
13.21, 180.00, -4.72
13.23, 181.00, -4.29
13.26, 179.00, -3.90
13.28, 179.00, -3.55
13.30, 181.00, -3.12
13.33, 179.00, -2.77
13.35, 181.00, -2.38
13.37, 182.00, -1.96
13.39, 181.00, -1.54
13.42, 180.00, -1.13
13.44, 181.00, -0.76
13.46, 179.00, -0.50
13.49, 182.00, -0.07
13.51, 179.00, 0.28
13.53, 179.00, 0.63
13.55, 180.00, 0.94
13.57, 181.00, 1.27
13.60, 179.00, 1.49
13.62, 182.00, 1.84
13.64, 181.00, 2.14
13.66, 182.00, 2.47
13.68, 182.00, 2.86
13.70, 182.00, 3.24
13.73, 183.00, 3.61
13.75, 181.00, 3.94
13.77, 181.00, 4.22
13.79, 181.00, 4.53
13.81, 181.00, 4.84
13.84, 179.00, 5.13
13.86, 182.00, 5.49
13.88, 182.00, 5.79
13.90, 181.00, 6.07
13.92, 181.00, 6.40
13.94, 181.00, 6.61
13.97, 181.00, 6.84
13.99, 182.00, 7.07
14.01, 181.00, 7.21
14.03, 182.00, 7.45
14.06, 182.00, 7.67
14.08, 182.00, 7.81
14.10, 182.00, 8.03
14.12, 182.00, 8.14
14.14, 182.00, 8.20
14.16, 182.00, 8.31
14.19, 182.00, 8.43
14.21, 183.00, 8.53
14.23, 183.00, 8.71
14.25, 184.00, 8.80
14.27, 182.00, 8.90
14.30, 184.00, 9.08
14.32, 184.00, 9.20
14.34, 184.00, 9.27
14.36, 182.00, 9.35
14.38, 181.00, 9.25
14.40, 181.00, 9.18
14.43, 183.00, 9.15
14.45, 182.00, 9.07
14.47, 182.00, 8.96
14.49, 180.00, 8.76
14.51, 183.00, 8.71
14.53, 182.00, 8.62
14.56, 183.00, 8.57
14.58, 181.00, 8.43
14.60, 182.00, 8.38
14.62, 182.00, 8.23
14.64, 183.00, 8.09
14.67, 183.00, 7.98
14.69, 182.00, 7.84
14.71, 184.00, 7.76
14.73, 184.00, 7.66
14.75, 184.00, 7.54
14.77, 184.00, 7.45
14.80, 185.00, 7.33
14.82, 186.00, 7.27
14.84, 186.00, 7.19
14.86, 186.00, 7.10
14.88, 186.00, 7.02
14.91, 186.00, 6.94
14.93, 187.00, 6.88
14.95, 187.00, 6.82
14.97, 188.00, 6.78
14.99, 187.00, 6.67
15.02, 189.00, 6.61
15.04, 188.00, 6.58
15.06, 189.00, 6.51
15.08, 191.00, 6.50
15.10, 191.00, 6.51
15.13, 191.00, 6.56
15.15, 190.00, 6.63
15.17, 191.00, 6.76
15.19, 191.00, 6.78
15.21, 193.00, 6.94
15.23, 194.00, 7.14
15.26, 195.00, 7.44
15.28, 197.00, 7.71
15.30, 197.00, 8.04
15.32, 199.00, 8.38
15.34, 201.00, 8.89
15.36, 204.00, 9.48
15.39, 208.00, 10.20
15.41, 213.00, 11.08
15.43, 219.00, 12.19
15.46, 225.00, 13.54
15.48, 234.00, 15.16
15.50, 242.00, 17.10
15.52, 251.00, 19.32
15.55, 260.00, 21.90
15.57, 267.00, 24.73
15.59, 275.00, 27.74
15.62, 283.00, 31.04
15.64, 290.00, 34.71
15.66, 295.00, 38.39
15.68, 302.00, 42.45
15.71, 307.00, 46.61
15.73, 313.00, 50.97
15.75, 316.00, 55.33
15.77, 324.00, 60.22
15.80, 330.00, 64.95
15.82, 334.00, 70.08
15.84, 342.00, 75.38
15.87, 351.00, 80.92
15.89, 357.00, 86.56
15.91, 364.00, 92.76
15.94, 369.00, 98.83
15.96, 378.00, 105.15
15.98, 387.00, 112.04
16.01, 391.00, 118.40
16.03, 399.00, 125.41
16.06, 404.00, 132.21
16.08, 409.00, 139.41
16.10, 414.00, 146.39
16.13, 421.00, 153.87
16.15, 426.00, 161.02
16.17, 431.00, 168.38
16.20, 436.00, 175.73
16.22, 443.00, 183.30
16.25, 446.00, 190.73
16.27, 452.00, 198.10
16.29, 455.00, 205.19
16.32, 461.00, 211.89
16.34, 465.00, 218.59
16.36, 469.00, 225.29
16.39, 472.00, 230.94
16.41, 476.00, 237.48
16.44, 479.00, 243.17
16.46, 483.00, 248.35
16.49, 484.00, 253.87
16.51, 488.00, 258.87
16.53, 490.00, 263.31
16.56, 493.00, 267.84
16.58, 496.00, 272.57
16.60, 497.00, 275.92
16.63, 501.00, 280.39
16.65, 500.00, 283.19
16.68, 504.00, 286.72
16.70, 505.00, 289.48
16.72, 510.00, 292.04
16.75, 509.00, 293.80
16.77, 513.00, 296.05
16.80, 516.00, 297.57
16.82, 517.00, 298.63
16.84, 519.00, 300.50
16.87, 520.00, 300.50
16.89, 522.00, 301.65
16.92, 524.00, 301.40
Stopped recording data
Biggest Slope: 301.65
Time of Biggest Slope: 8.48
KI: 2.09
Distance: 23.17
Wait Time: 48.28
Time Left: 41.63
