time,value
10824,996
10836,996
10848,996
10859,995
10870,996
10882,996
10893,996
10905,996
10916,996
10928,996
10939,996
10950,995
10961,996
10974,996
10985,996
10996,996
11008,995
11019,995
11030,996
11042,995
11054,995
11065,995
11076,996
11087,995
11099,996
11111,996
11122,995
11133,995
11145,995
11156,996
11167,995
11180,996
11191,996
11202,995
11213,995
11225,995
11237,996
11248,996
11259,996
11271,995
11282,995
11293,995
11305,995
11317,996
11328,996
11339,996
11351,996
11362,995
11374,996
11385,996
11397,996
11408,996
11419,996
11430,996
11443,995
11454,996
11465,996
11476,996
11488,995
11499,996
11511,995
11523,995
11534,995
11545,996
11556,996
11569,995
11580,995
11591,996
11602,995
11614,996
11625,996
11637,996
11649,995
11660,995
11671,996
11682,995
11694,995
11706,995
11717,996
11728,996
11740,996
11751,996
11762,995
11774,996
11786,995
11797,996
11808,996
11820,995
11831,995
11843,995
11854,995
11866,995
11877,996
11888,996
11899,996
11912,995
11923,995
11934,995
11945,995
11957,996
11969,996
11980,995
11992,995
12003,995
12014,996
12025,996
12038,996
12049,996
12060,995
12071,995
12083,996
12094,996
12106,995
12118,996
12129,995
12140,995
12151,996
12163,995
12175,995
12186,995
12197,996
12209,995
12220,995
12231,995
12243,995
12255,995
12266,995
12277,995
12289,995
12301,995
12312,995
12323,995
12335,995
12346,995
12357,995
12369,995
12381,995
12392,995
12403,995
12414,995
12426,995
12438,995
12449,995
12461,995
12472,995
12483,995
12494,995
12507,995
12518,995
12529,995
12540,995
12552,995
12563,995
12575,995
12587,995
12598,995
12609,996
12620,995
12632,996
12644,996
12655,995
12666,995
12678,995
12689,995
12701,994
12712,995
12724,995
12735,995
12746,995
12758,995
12770,995
12781,996
12792,995
12804,995
12815,995
12826,995
12838,995
12850,995
12861,995
12872,995
12883,994
12895,995
12907,995
12918,995
12930,996
12941,996
12952,996
12963,994
12976,995
12987,995
12998,996
13009,995
13021,995
13033,995
13044,994
13056,995
13067,995
13078,995
13089,995
13102,995
13113,995
13124,994
13135,995
13147,995
13158,995
13170,995
13181,995
13193,995
13204,995
13215,995
13227,996
13239,995
13250,995
13261,995
13273,995
13284,994
13295,995
13307,995
13319,995
13330,995
13341,995
13352,996
13364,995
13376,995
13387,995
13399,995
13410,995
13421,995
13433,995
13445,994
13456,995
13467,995
13478,995
13490,996
13502,995
13513,995
13524,994
13536,994
13547,995
13558,995
13571,995
13582,995
13593,995
13604,994
13616,995
13627,994
13639,996
13650,995
13662,995
13673,995
13684,994
13696,995
13708,995
13719,995
13730,995
13742,995
13753,995
13765,995
13776,996
13788,995
13799,995
13810,995
13821,995
13834,995
13845,994
13856,995
13868,995
13879,995
13890,995
13902,995
13914,995
13925,995
13936,995
13947,995
13959,995
13971,995
13982,995
13993,995
14005,994
14016,995
14027,994
14040,995
14051,995
14062,995
14073,995
14085,994
14096,994
14108,995
14119,995
14131,995
14142,995
14153,995
14166,994
14177,995
14188,995
14199,995
14211,995
14222,995
14234,995
14245,994
14257,994
14268,995
14279,995
14290,995
14303,995
14314,995
14325,994
14337,995
14348,995
14359,995
14371,995
14383,995
14394,995
14405,994
14416,995
14428,995
14440,995
14451,995
14462,995
14474,995
14485,995
14497,995
14509,995
14520,995
14531,995
14542,995
14554,995
14566,994
14577,995
14588,995
14600,995
14611,995
14622,995
14635,995
14646,995
14657,995
14668,995
14680,995
14691,995
14703,995
14714,995
14726,994
14737,995
14748,995
14759,995
14772,995
14783,995
14794,995
14806,994
14817,994
14828,995
14840,995
14852,995
14863,995
14874,995
14885,994
14898,995
14909,995
14920,995
14931,995
14943,995
14954,995
14966,994
14978,995
14989,995
15000,995
15011,995
15023,995
15035,995
15046,995
15057,995
15069,995
15080,995
15091,995
15104,995
15115,995
15126,994
15137,995
15149,995
15160,995
15172,995
15183,995
15195,995
15206,995
15217,995
15229,995
15241,995
15252,996
15263,995
15275,995
15286,994
15298,995
15309,995
15321,995
15332,995
15343,995
15354,995
15367,994
15378,994
15389,995
15400,995
15412,995
15423,995
15435,994
15447,994
15458,995
15469,995
15480,995
15492,995
15504,995
15515,994
15526,994
15538,994
15549,995
15560,995
15572,995
15584,995
15595,994
15606,994
15618,995
15630,995
15641,995
15652,994
15664,995
15675,995
15686,994
15698,995
15710,995
15721,995
15732,994
15744,995
15755,995
15767,995
15778,995
15790,995
15801,994
15812,994
15823,995
15836,995
15847,994
15858,995
15869,995
15881,994
15892,996
15904,995
15916,995
15927,995
15938,994
15949,995
15962,995
15973,995
15984,995
15995,994
16007,994
16018,994
16030,995
16041,995
16053,994
16064,995
16075,995
16087,995
16099,994
16110,995
16121,995
16133,995
16144,995
16155,995
16167,994
16179,995
16190,995
16201,995
16212,994
16224,995
16236,995
16247,994
16259,995
16270,995
16281,995
16292,995
16305,995
16316,995
16327,994
16338,995
16350,994
16362,995
16373,995
16385,994
16396,994
16407,994
16418,995
16431,995
16442,994
16453,994
16464,994
16476,995
16487,994
16499,995
16510,994
16522,994
16533,995
16544,995
16556,995
16568,995
16579,994
16590,995
16602,995
16613,995
16624,995
16636,994
16648,995
16659,994
16670,995
16681,995
16694,994
16705,994
16716,994
16728,994
16739,994
16750,995
16762,994
16774,994
16785,995
16796,995
16807,994
16819,994
16831,994
16842,994
16854,995
16865,995
16876,994
16887,995
16900,994
16911,994
16922,994
16933,994
16945,994
16956,994
16968,994
16979,994
16991,994
17002,994
17013,994
17025,994
17037,995
17048,994
17059,994
17071,995
17082,994
17094,994
17105,994
17117,994
17128,994
17139,994
17150,994
17163,994
17174,994
17185,994
17197,994
17208,994
17219,994
17231,994
17243,994
17254,994
17265,994
17276,994
17288,994
17300,994
17311,994
17323,994
17334,993
17345,994
17356,994
17369,994
17380,993
17391,993
17402,993
17414,992
17426,992
17437,992
17448,992
17460,991
17471,991
17482,991
17495,990
17506,990
17517,990
17528,990
17540,990
17551,989
17563,989
17574,989
17586,989
17597,990
17608,990
17619,989
17632,989
17643,990
17654,989
17666,990
17677,990
17688,989
17700,988
17712,987
17723,986
17734,985
17745,984
17757,984
17769,983
17780,983
17792,982
17803,982
17814,982
17826,982
17838,983
17849,982
17860,983
17871,982
17883,983
17895,983
17906,983
17917,984
17929,984
17940,983
17951,984
17964,984
17975,984
17986,983
17997,983
18009,984
18020,984
18032,984
18043,983
18055,984
18066,984
18077,984
18088,984
18101,984
18112,984
18123,984
18135,984
18146,984
18158,984
18169,984
18181,984
18192,985
18203,984
18214,984
18227,984
18238,984
18249,984
18260,983
18272,984
18283,983
18295,984
18307,984
18318,983
18329,983
18340,983
18352,984
18364,984
18375,984
18386,984
18398,984
18409,984
18420,984
18433,984
18444,984
18455,984
18466,983
18478,983
18489,983
18501,983
18512,984
18524,984
18535,983
18546,984
18558,983
18570,983
18581,983
18592,984
18604,983
18615,983
18627,983
18638,983
18650,984
18661,983
18672,983
18683,983
18696,983
18707,983
18718,983
18729,983
18741,982
18752,983
18764,983
18776,983
18787,983
18798,982
18809,983
18821,982
18833,982
18844,982
18855,982
18867,982
18878,982
18890,982
18902,982
18913,982
18924,982
18935,981
18947,981
18959,981
18970,982
18981,981
18993,981
19004,981
19015,981
19027,981
19039,981
19050,981
19061,981
19073,981
19084,981
19096,980
19107,980
19119,980
19130,980
19141,980
19152,980
19165,980
19176,980
19187,980
19198,980
19210,980
19221,980
19233,980
19245,980
19256,980
19267,980
19278,981
19291,980
19302,980
19313,981
19324,981
19336,980
19347,980
19359,980
19371,981
19382,980
19393,980
19404,980
19416,980
19428,981
19439,980
19450,980
19462,980
19473,981
19484,980
19496,981
19508,980
19519,980
19530,981
19542,980
19553,981
19565,981
19576,981
19588,981
19599,980
19610,980
19622,980
19634,981
19645,980
19656,981
19667,980
19679,980
19691,981
19702,980
19714,981
19725,981
19736,980
19747,981
19760,980
19771,980
19782,980
19793,981
19805,980
19816,980
19828,981
19840,980
19851,981
19862,980
19873,980
19885,980
19897,981
19908,980
19919,980
19931,980
19942,980
19953,981
19965,980
19977,980
19988,980
19999,980
20011,980
20023,979
20034,981
20045,980
20057,980
20068,980
20079,980
20091,980
20103,979
20114,980
20125,981
20136,980
20148,980
20160,980
20171,981
20183,980
20194,981
20205,980
20216,980
20229,980
20240,980
20251,981
20262,980
20274,981
20285,980
20297,980
20308,981
20320,980
20331,981
20342,980
20355,980
20366,980
20377,980
20388,981
20400,980
20411,981
20423,979
20434,980
20446,980
20457,980
20468,980
20480,980
20492,980
20503,981
20514,980
20526,980
20537,980
20548,980
20560,980
20572,980
20583,979
20594,981
20605,980
20617,980
20629,980
20640,980
20652,980
20663,980
20674,980
20685,980
20698,980
20709,980
20720,980
20731,980
20743,979
20755,980
20766,980
20777,980
20789,980
20800,980
20811,980
20824,979
20835,980
20846,980
20857,980
20869,980
20880,980
20892,980
20903,979
20915,980
20926,980
20937,980
20948,980
20961,980
20972,980
20983,979
20995,980
21006,979
21017,980
21029,980
21041,980
21052,979
21063,980
21074,979
21087,979
21098,980
21109,980
21121,979
21132,979
21143,979
21155,979
21167,979
21178,980
21189,980
21200,979
21212,979
21224,979
21235,979
21246,979
21258,978
21269,978
21280,978
21293,978
21304,977
21315,979
21326,978
21338,978
21349,979
21361,978
21372,979
21384,979
21395,979
21406,979
21417,979
21430,979
21441,978
21452,979
21464,978
21475,979
21487,979
21498,979
21510,978
21521,979
21532,979
21543,978
21556,979
21567,978
21578,978
21590,978
21601,978
21612,978
21624,978
21636,978
21647,978
21658,978
21669,978
21681,978
21693,978
21704,977
21715,979
21727,979
21738,978
21749,978
21762,978
21773,978
21784,978
21795,979
21807,978
21819,978
21830,979
21841,978
21853,979
21864,977
21875,979
21888,978
21899,978
21910,978
21921,979
21933,979
21944,978
21956,978
21967,978
21979,978
21990,978
22001,978
22012,979
22025,978
22036,979
22047,979
22059,978
22070,979
22081,978
22093,978
22105,978
22116,979
22127,978
22138,978
22150,978
22162,978
22173,978
22184,978
22196,979
22207,979
22219,979
22231,979
22242,978
22253,979
22264,978
22276,979
22288,978
22299,978
22310,978
22322,978
22333,978
22344,979
22356,978
22368,979
22379,978
22390,978
22402,978
22413,979
22425,977
22436,979
22448,978
22459,979
22470,978
22481,978
22494,979
22505,979
22516,979
22528,978
22539,978
22551,978
22562,979
22574,978
22585,978
22596,979
22607,978
22620,978
22631,978
22642,978
22653,979
22665,978
22676,977
22688,978
22700,979
22711,978
22722,978
22733,979
22745,977
22757,979
22768,978
22779,978
22791,978
22802,979
22813,978
22825,978
22837,978
22848,978
22859,979
22871,978
22882,979
22894,978
22905,978
22917,978
22928,979
22939,978
22951,978
22963,978
22974,979
22985,978
22996,979
23008,978
23020,978
23031,979
23043,978
23054,978
23065,979
23076,979
23089,978
23100,978
23111,978
23122,978
23134,978
23145,978
23157,978
23169,978
23180,978
23191,978
23202,978
23214,979
23226,978
23237,979
23248,978
23260,978
23271,978
23283,978
23294,978
23306,978
23317,978
23328,978
23340,978
23352,978
23363,978
23374,978
23386,978
23397,978
23408,978
23420,978
23432,978
23443,978
23454,978
23465,977
23477,979
23489,978
23500,978
23512,979
23523,979
23534,978
23545,978
23558,979
23569,979
23580,978
23591,979
23603,979
23614,978
23626,979
23638,979
23649,979
23660,979
23671,979
23684,979
23695,979
23706,979
23717,980
23729,979
23740,979
23752,979
23763,979
23775,980
23786,979
23797,979
23809,980
23821,980
23832,980
23843,980
23855,980
23866,980
23877,981
23889,979
23901,980
23912,980
23923,980
23934,980
23946,979
23958,981
23969,981
23981,980
23992,980
24003,980
24015,980
24027,979
24038,980
24049,980
24060,980
24072,980
24084,980
24095,980
24107,979
24118,980
24129,980
24140,980
24153,980
24164,980
24175,980
24186,979
24198,979
24209,979
24221,979
24232,979
24244,979
24255,979
24266,978
24278,979
24290,978
24301,978
24312,978
24324,977
24335,978
24346,978
24358,978
24370,978
24381,977
24392,978
24403,977
24416,978
24427,977
24438,977
24450,977
24461,977
24472,977
24484,977
24496,978
24507,977
24518,977
24529,977
24541,977
24553,977
24564,977
24576,977
24587,977
24598,977
24609,977
24622,977
24633,977
24644,977
24655,977
24667,976
24678,977
24690,977
24701,977
24713,977
24724,977
24735,977
24748,976
24759,977
24770,977
24781,976
24793,976
24804,976
24816,976
24827,975
24839,976
24850,976
24861,976
24872,976
24885,976
24896,976
24907,976
24919,976
24930,976
24941,976
24953,976
24965,975
24976,976
24987,976
24998,976
25010,976
25022,975
25033,976
25044,976
25056,976
25067,976
25078,976
25091,976
25102,976
25113,976
25124,976
25136,976
25148,976
25159,976
25170,976
25182,976
25193,976
25204,976
25217,976
25228,976
25239,976
25250,976
25262,976
25273,976
25285,976
25296,976
25308,976
25319,976
25330,976
25341,976
25354,976
25365,976
25376,977
25388,976
25399,977
25410,976
25422,977
25434,976
25445,976
25456,977
25467,976
25480,976
25491,977
25502,976
25513,977
25525,977
25536,976
25548,977
25560,977
25571,977
25582,977
25593,977
25605,977
25617,977
25628,976
25639,977
25651,977
25662,976
25673,977
25686,977
25697,977
25708,977
25719,977
25731,977
25742,977
25754,977
25765,977
25777,977
25788,977
25799,977
25810,977
25823,977
25834,977
25845,977
25857,977
25868,977
25880,977
25891,977
25903,977
25914,977
25925,977
25936,977
25949,977
25960,976
25971,977
25982,977
25994,977
26005,977
26017,977
26029,978
26040,977
26051,977
26062,977
26074,977
26086,977
26097,977
26108,978
26120,977
26131,977
26142,977
26155,977
26166,977
26177,977
26188,977
26200,977
26212,977
26223,977
26234,977
26246,977
26257,977
26268,977
26280,977
26292,977
26303,977
26314,977
26326,977
26337,977
26349,977
26360,977
26372,977
26383,977
26394,977
26405,977
26418,977
26429,977
26440,977
26451,977
26463,977
26474,977
26486,977
26498,977
26509,977
26520,978
26531,977
26543,977
26555,977
26566,977
26577,977
26589,977
26600,977
26612,977
26624,977
26635,977
26646,977
26657,978
26669,977
26681,977
26692,977
26703,977
26715,977
26726,977
26737,977
26749,977
26761,977
26772,977
26783,977
26795,977
26806,977
26818,977
26829,977
26841,977
26852,977
26863,977
26874,977
26887,977
26898,977
26909,977
26920,977
26932,977
26944,977
26955,977
26967,977
26978,977
26989,977
27000,977
27013,977
27024,977
27035,977
27046,977
27058,977
27069,977
27081,977
27092,977
27104,977
27115,977
27126,977
27138,977
27150,977
27161,977
27172,977
27184,977
27195,977
27206,977
27218,977
27230,977
27241,977
27252,977
27264,977
27275,977
27287,977
27298,977
27310,977
27321,977
27332,977
27344,977
27356,977
27367,977
27378,976
27389,977
27401,977
27413,977
27424,977
27436,977
27447,977
27458,977
27469,977
27482,976
27493,977
27504,977
27515,977
27527,977
27538,977
27550,977
27561,977
27573,977
27584,977
27595,977
27607,977
27619,977
27630,977
27641,977
27653,977
27664,977
27676,977
27687,976
27699,977
27710,977
27721,976
27732,977
27745,977
27756,976
27767,977
27779,976
27790,977
27801,976
27813,977
27825,977
27836,977
27847,976
27858,977
27870,977
27882,976
27893,977
27905,977
27916,977
27927,976
27938,977
27951,977
27962,977
27973,977
27984,977
27996,977
28007,976
28019,977
28030,977
28042,976
28053,977
28064,977
28077,976
28088,977
28099,977
28110,977
28122,976
28133,977
28145,977
28156,976
28168,976
28179,976
28190,976
28201,976
28214,976
28225,976
28236,976
28248,976
28259,976
28270,977
28282,976
28294,976
28305,976
28316,976
28327,976
28339,976
28351,977
28362,977
28374,976
28385,976
28396,976
28408,976
28420,977
28431,976
28442,976
28453,976
28465,976
28477,976
28488,976
28499,976
28511,976
28522,976
28533,976
28546,976
28557,976
28568,976
28579,976
28591,977
28602,976
28614,976
28625,976
28637,976
28648,976
28659,976
28670,976
28683,976
28694,977
28705,976
28717,976
28728,976
28739,976
28751,976
28763,976
28774,977
28785,977
28796,976
28809,976
28820,976
28831,976
28843,976
28854,976
28865,976
28877,976
28889,976
28900,976
28911,976
28922,976
28934,976
28946,976
28957,976
28968,976
28980,975
28991,976
29002,976
29015,976
29026,976
29037,975
29048,975
29060,976
29071,976
29083,976
29094,976
29106,976
29117,976
29128,976
29140,976
29152,976
29163,975
29174,976
29186,975
29197,976
29209,976
29220,976
29232,976
29243,975
29254,976
29265,976
29278,976
29289,975
29300,976
29312,976
29323,975
29334,975
29346,975
29358,976
29369,976
29380,976
29391,976
29403,975
29415,975
29426,976
29437,976
29449,976
29460,975
29471,976
29484,975
29495,975
29506,975
29517,975
29529,975
29541,976
29552,976
29563,975
29575,975
29586,975
29597,975
29609,975
29621,975
29632,976
29643,975
29655,975
29666,975
29678,975
29689,975
29701,975
29712,976
29723,975
29734,976
29747,975
29758,975
29769,975
29780,975
29792,976
29803,975
29815,975
29827,975
29838,975
29849,976
29860,975
29873,976
29884,975
29895,975
29906,975
29918,975
29929,975
29941,975
29953,975
29964,975
29975,975
29986,975
29998,975
30010,975
30021,975
30032,975
30044,975
30055,975
30066,975
30078,975
30090,975
30101,975
30112,975
30124,975
30135,975
30147,975
30158,975
30170,974
30181,975
30192,975
30203,975
30216,975
30227,975
30238,975
30249,975
30261,975
30273,975
30284,975
30296,975
30307,975
30318,974
30329,975
30342,975
30353,975
30364,975
30375,975
30387,974
30398,975
30410,975
30422,975
30433,975
30444,974
30455,974
30467,974
30479,974
30490,974
30501,974
30513,974
30524,974
30535,974
30547,974
30559,974
30570,974
30581,974
30593,974
30605,974
30616,974
30627,974
30639,974
30650,974
30661,974
30673,974
30685,974
30696,974
30707,975
30718,974
30730,974
30742,974
30753,974
30765,974
30776,974
30787,974
30798,974
30811,974
30822,974
30833,974
30844,973
30856,974
30867,973
30879,974
30891,973
30902,974
30913,974
30924,974
30936,973
30948,973
30959,974
30970,974
30982,973
30993,974
31005,973
31016,973
31028,973
31039,973
31050,973
31062,973
31074,973
31085,973
31096,973
31108,973
31119,973
31130,973
31142,973
31154,973
31165,973
31176,973
31187,973
31199,973
31211,973
31222,973
31234,973
31245,973
31256,973
31267,973
31280,973
31291,972
31302,973
31313,973
31325,972
31337,973
31348,973
31360,972
31371,972
31382,972
31393,973
31406,972
31417,973
31428,972
31439,972
31451,973
31462,972
31474,973
31485,972
31497,972
31508,972
31519,972
31531,972
31543,972
31554,972
31565,971
31577,972
31588,971
31599,972
31611,972
31623,972
31634,972
31645,971
31656,972
31668,972
31680,972
31691,972
31703,972
31714,972
31725,971
31737,971
31749,971
31760,972
31771,971
31782,972
31794,972
31806,972
31817,972
31828,971
31840,971
31851,971
31862,971
31875,971
31886,971
31897,971
31908,971
31920,971
31931,971
31943,971
31954,971
31966,970
31977,971
31988,971
32000,971
32012,971
32023,971
32034,971
32046,971
32057,971
32069,971
32080,971
32092,971
32103,970
32114,971
32125,970
32138,970
32149,970
32160,970
32172,970
32183,970
32194,970
32206,970
32218,970
32229,970
32240,970
32251,970
32263,970
32275,970
32286,969
32297,970
32309,970
32320,970
32331,969
32344,969
32355,969
32366,969
32377,969
32389,969
32400,969
32412,969
32423,969
32435,970
32446,969
32457,969
32470,969
32481,969
32492,969
32503,969
32515,969
32526,969
32538,969
32549,969
32561,969
32572,969
32583,969
32594,969
32607,969
32618,969
32629,969
32641,968
32652,968
32663,968
32675,968
32687,968
32698,968
32709,968
32720,968
32732,968
32744,968
32755,969
32766,967
32778,968
32789,968
32801,968
32813,968
32824,968
32835,968
32846,967
32858,968
32870,968
32881,968
32892,968
32904,967
32915,967
32926,967
32939,968
32950,967
32961,967
32972,967
32984,967
32995,967
33007,967
33018,967
33030,967
33041,967
33052,967
33063,967
33076,967
33087,966
33098,966
33110,967
33121,966
33132,967
33144,967
33156,965
33167,966
33178,966
33189,966
33202,966
33213,966
33224,966
33235,966
33247,966
33258,966
33270,966
33282,966
33293,966
33304,966
33315,966
33327,965
33339,965
33350,966
33361,966
33373,966
33384,966
33395,965
33408,965
33419,965
33430,966
33441,965
33453,965
33464,965
33476,965
33487,965
33499,965
33510,965
33521,965
33533,965
33545,965
33556,965
33567,965
33579,965
33590,965
33602,964
33613,964
33625,964
33636,964
33647,964
33658,964
33671,964
33682,964
33693,964
33704,964
33716,964
33727,963
33739,964
33751,963
33762,963
33773,963
33784,963
33796,963
33808,963
33819,963
33830,963
33842,963
33853,963
33864,963
33876,963
33888,962
33899,963
33910,963
33922,962
33934,962
33945,962
33956,962
33968,962
33979,962
33990,961
34002,962
34014,962
34025,962
34036,962
34048,961
34059,962
34071,962
34082,961
34094,962
34105,962
34116,962
34127,961
34140,961
34151,961
34162,961
34173,961
34185,961
34196,961
34208,961
34220,961
34231,961
34242,961
34253,960
34266,961
34277,961
34288,960
34299,960
34311,960
34322,960
34334,960
34345,960
34357,960
34368,960
34379,960
34391,960
34403,960
34414,960
34425,959
34437,958
34448,960
34459,959
34471,959
34483,959
34494,959
34505,959
34516,959
34528,959
34540,959
34551,959
34563,959
34574,959
34585,958
34596,958
34609,958
34620,959
34631,958
34642,958
34654,958
34666,958
34677,958
34689,958
34700,958
34711,958
34722,958
34735,958
34746,957
34757,958
34768,957
34780,957
34791,957
34803,957
34814,957
34826,957
34837,957
34848,957
34860,957
34872,957
34883,957
34894,956
34906,957
34917,957
34928,956
34940,956
34952,956
34963,956
34974,956
34985,956
34998,956
35009,955
35020,955
35032,955
35043,955
35054,955
35066,955
35078,955
35089,954
35100,955
35111,954
35123,955
35135,954
35146,954
35158,954
35169,954
35180,954
35191,954
35204,954
35215,954
35226,954
35237,954
35249,954
35260,954
35272,954
35283,954
35295,953
35306,953
35317,954
35329,952
35341,953
35352,953
35363,953
35375,953
35386,953
35398,953
35409,952
35421,952
35432,952
35443,952
35454,951
35467,951
35478,952
35489,952
35501,951
35512,951
35523,951
35535,951
35547,950
35558,950
35569,950
35580,950
35592,949
35604,950
35615,950
35627,950
35638,950
35649,949
35660,949
35673,949
35684,949
35695,949
35706,949
35718,949
35730,948
35741,948
35752,948
35764,948
35775,948
35786,948
35799,948
35810,947
35821,948
35832,948
35844,947
35855,947
35867,947
35878,947
35890,947
35901,947
35912,946
35923,946
35936,946
35947,946
35958,946
35970,945
35981,945
35992,945
36004,945
36016,945
36027,945
36038,945
36049,945
36061,945
36073,945
36084,945
36096,944
36107,944
36118,944
36130,943
36142,944
36153,943
36164,943
36175,943
36187,943
36199,944
36210,942
36221,942
36233,943
36244,942
36255,942
36268,942
36279,942
36290,941
36301,942
36313,942
36324,941
36336,941
36347,941
36359,942
36370,940
36381,941
36392,941
36405,940
36416,940
36427,940
36439,940
36450,939
36462,940
36473,940
36485,940
36496,939
36507,939
36518,939
36531,939
36542,939
36553,938
36564,939
36576,938
36587,938
36599,938
36611,938
36622,937
36633,937
36644,937
36656,937
36668,937
36679,937
36690,936
36702,937
36713,936
36724,936
36737,936
36748,936
36759,936
36770,935
36782,935
36793,935
36805,935
36816,935
36828,935
36839,935
36850,934
36862,935
36874,935
36885,934
36896,933
36908,934
36919,934
36931,933
36942,933
36954,933
36965,932
36976,933
36987,932
37000,932
37011,931
37022,932
37033,932
37045,932
37056,932
37068,931
37080,931
37091,931
37102,931
37113,931
37125,930
37137,930
37148,930
37159,930
37171,929
37182,929
37194,929
37206,929
37217,929
37228,929
37239,929
37251,928
37263,928
37274,928
37285,928
37297,928
37308,928
37319,928
37331,927
37343,927
37354,927
37365,926
37377,926
37388,926
37400,926
37411,925
37423,925
37434,925
37445,925
37456,925
37469,924
37480,925
37491,924
37502,924
37514,924
37525,924
37537,924
37549,923
37560,923
37571,922
37582,923
37595,922
37606,922
37617,922
37628,922
37640,922
37651,921
37663,921
37675,921
37686,920
37697,920
37708,920
37720,920
37732,919
37743,920
37754,920
37766,919
37777,919
37788,919
37800,919
37812,918
37823,919
37834,918
37846,918
37857,918
37869,918
37880,918
37892,917
37903,917
37914,917
37926,916
37938,916
37949,916
37960,916
37971,915
37983,916
37995,916
38006,916
38018,916
38029,915
38040,914
38051,914
38064,915
38075,914
38086,914
38097,913
38109,914
38120,914
38132,913
38144,913
38155,913
38166,912
38177,912
38189,912
38201,912
38212,911
38223,911
38235,911
38246,911
38257,911
38269,910
38281,910
38292,910
38303,910
38315,909
38327,910
38338,909
38349,909
38361,909
38372,908
38383,908
38395,908
38407,908
38418,907
38429,907
38440,907
38452,907
38464,907
38475,906
38487,905
38498,906
38509,905
38520,905
38533,904
38544,905
38555,904
38566,904
38578,904
38589,903
38601,903
38612,902
38624,902
38635,902
38646,902
38659,901
38670,901
38681,900
38692,899
38704,899
38715,900
38727,899
38738,898
38750,898
38761,899
38772,898
38784,898
38796,898
38807,897
38818,896
38830,897
38841,896
38852,895
