time,value
8467,1005
8479,1005
8491,1006
8502,1005
8513,1006
8524,1004
8536,1005
8548,1005
8559,1005
8570,1005
8582,1005
8593,1006
8604,1004
8616,1005
8628,1005
8639,1005
8650,1005
8662,1005
8673,1005
8685,1004
8696,1005
8708,1005
8719,1005
8730,1005
8742,1005
8754,1005
8765,1004
8776,1004
8787,1005
8799,1005
8811,1005
8822,1005
8834,1004
8845,1004
8856,1005
8867,1005
8880,1005
8891,1005
8902,1005
8913,1005
8925,1004
8936,1005
8948,1005
8960,1005
8971,1004
8982,1004
8993,1005
9005,1005
9017,1004
9028,1005
9039,1004
9051,1004
9062,1004
9074,1004
9085,1004
9097,1003
9108,1003
9119,1003
9131,1003
9143,1003
9154,1002
9165,1002
9177,1001
9188,1001
9199,1000
9211,1001
9223,1001
9234,1000
9245,999
9255,1000
9267,1000
9279,999
9289,999
9299,999
9310,999
9320,999
9331,998
9341,999
9352,998
9362,999
9372,999
9382,998
9394,999
9404,998
9414,998
9424,997
9435,998
9445,998
9456,998
9466,998
9477,998
9487,998
9497,998
9508,998
9519,999
9529,999
9539,998
9549,998
9560,998
9571,998
9581,998
9591,998
9602,997
9612,998
9622,998
9633,997
9644,998
9654,998
9664,998
9674,998
9686,998
9696,998
9706,999
9716,998
9726,998
9737,998
9748,997
9758,998
9768,997
9779,998
9789,997
9799,998
9810,998
9821,998
9831,998
9841,997
9851,998
9863,998
9873,998
9883,998
9893,998
9904,998
9914,998
9925,998
9935,998
9946,998
9956,998
9966,998
9977,998
9988,998
9998,998
10008,998
10018,998
10030,998
10041,998
10052,998
10063,998
10076,998
10087,998
10098,998
10109,998
10121,997
10132,998
10144,998
10156,998
10167,998
10178,998
10189,998
10201,998
10213,997
10224,998
10235,998
10247,998
10258,998
10269,997
10281,998
10293,998
10304,998
10315,998
10327,998
10339,998
10350,998
10361,998
10373,999
10384,999
10395,998
10407,998
10419,998
10430,998
10441,999
10452,999
10464,999
10476,999
10487,999
10499,999
10510,999
10521,999
10532,999
10545,999
10556,999
10567,999
10578,999
10590,999
10601,998
10613,999
10625,999
10636,999
10647,999
