time,value
12049,994
12060,994
12071,993
12083,993
12094,993
12106,994
12118,994
12129,994
12140,993
12151,994
12163,993
12175,993
12186,994
12197,994
12209,993
12220,994
12231,994
12243,994
12255,993
12266,993
12277,993
12289,994
12301,994
12312,993
12323,994
12335,993
12346,994
12357,994
12369,993
12381,994
12392,993
12403,993
12414,993
12426,993
12438,994
12449,993
12461,993
12472,993
12483,994
12494,993
12507,993
12518,993
12529,993
12540,993
12552,993
12563,993
12575,992
12587,993
12598,993
12609,993
12620,993
12632,993
12644,993
12655,992
12666,993
12678,993
12689,993
12701,993
12712,993
12724,993
12735,993
12746,993
12758,993
12770,993
12781,993
12792,993
12804,993
12815,993
12826,992
12838,993
12850,993
12861,993
12872,993
12883,993
12895,993
12907,993
12918,993
12930,993
12941,993
12952,993
12963,993
12976,993
12987,993
12998,993
13009,993
13021,993
13033,993
13044,993
13056,993
13067,992
13078,993
13089,993
13102,993
13113,993
13124,993
13135,993
13147,992
13158,993
13170,993
13181,993
13193,993
13204,993
13215,993
13227,992
13239,992
13250,993
13261,993
13273,993
13284,993
13295,993
13307,993
13319,993
13330,993
13341,993
13352,993
13364,993
13376,992
13387,993
13399,993
13410,993
13421,993
13433,992
13445,992
13456,992
13467,993
13478,992
13490,993
13502,993
13513,993
13524,993
13536,992
13547,993
13558,992
13571,993
13582,993
13593,993
13604,993
13616,993
13627,993
13639,992
13650,993
13662,993
13673,993
13684,993
13696,993
13708,993
13719,992
13730,993
13742,993
13753,993
13765,993
13776,993
13788,993
13799,992
13810,993
13821,993
13834,993
13845,993
13856,993
13868,992
13879,993
13890,993
13902,993
13914,993
13925,993
13936,992
13947,993
13959,993
13971,993
13982,993
13993,993
14005,993
14016,993
14027,993
14040,993
14051,993
14062,993
14073,992
14085,993
14096,993
14108,993
14119,993
14131,993
14142,993
14153,993
14166,993
14177,993
14188,993
14199,993
14211,992
14222,993
14234,993
14245,993
14257,993
14268,993
14279,994
14290,993
14303,993
14314,993
14325,993
14337,993
14348,993
14359,993
14371,993
14383,993
14394,993
14405,993
14416,993
14428,993
14440,993
14451,993
14462,993
14474,993
14485,993
14497,993
14509,993
14520,993
14531,993
14542,993
14554,993
14566,993
14577,993
14588,993
14600,994
14611,994
14622,993
14635,993
14646,993
14657,993
14668,993
14680,993
14691,994
14703,992
14714,993
14726,993
14737,993
14748,993
14759,993
14772,993
14783,992
14794,993
14806,993
14817,993
14828,993
14840,993
14852,993
14863,992
14874,993
14885,993
14898,993
14909,993
14920,993
14931,993
14943,993
14954,992
14966,993
14978,993
14989,993
15000,993
15011,993
15023,992
15035,992
15046,993
15057,992
15069,992
15080,994
15091,993
15104,992
15115,992
15126,993
15137,993
15149,992
15160,992
15172,993
15183,993
15195,992
15206,993
15217,992
15229,992
15241,992
15252,992
15263,993
15275,992
15286,993
15298,993
15309,992
15321,993
15332,993
15343,993
15354,993
15367,993
15378,993
15389,992
15400,992
15412,993
15423,992
15435,991
15447,993
15458,992
15469,992
15480,992
15492,992
15504,993
15515,993
15526,992
15538,993
15549,992
15560,993
15572,992
15584,993
15595,992
15606,992
15618,993
15630,992
15641,992
15652,992
15664,993
15675,993
15686,992
15698,993
15710,992
15721,992
15732,992
15744,993
15755,992
15767,992
15778,992
15790,993
15801,993
15812,992
15823,993
15836,992
15847,992
15858,993
15869,993
15881,993
15892,993
15904,992
15916,992
15927,991
15938,993
15949,993
15962,993
15973,993
15984,992
15995,993
16007,992
16018,992
16030,993
16041,993
16053,993
16064,992
16075,993
16087,993
16099,992
16110,993
16121,993
16133,992
16144,992
16155,993
16167,992
16179,992
16190,993
16201,992
16212,993
16224,992
16236,992
16247,992
16259,992
16270,993
16281,992
16292,992
16305,992
16316,992
16327,993
16338,992
16350,993
16362,993
16373,993
16385,993
16396,993
16407,993
16418,992
16431,993
16442,993
16453,993
16464,993
16476,993
16487,993
16499,992
16510,993
16522,993
16533,992
16544,992
16556,993
16568,992
