time,value
8404,989
8415,988
8426,989
8436,989
8446,987
8457,988
8467,988
8477,988
8488,989
8499,989
8509,989
8519,989
8529,989
8541,989
8551,989
8561,989
8571,989
8582,989
8592,989
8603,988
8613,989
8624,988
8634,989
8644,989
8654,989
8666,989
8676,989
8686,989
8696,989
8707,989
8718,990
8728,988
8738,989
8749,989
8759,989
8769,989
8780,989
8791,989
8801,989
8811,989
8821,989
8832,989
8843,989
8853,988
8863,989
8873,989
8884,989
8895,989
8905,989
8915,988
8926,989
8936,989
8946,989
8957,989
8968,989
8978,988
8988,988
8998,989
9010,989
9020,989
9030,988
9040,989
9051,988
9061,988
9072,988
9082,989
9093,988
9103,988
9113,988
9123,989
9135,989
9145,988
9155,989
9165,989
9176,989
9187,989
9197,989
9207,989
9218,988
9228,989
9238,989
9249,989
9260,989
9270,989
9280,989
9290,989
9300,989
9312,989
9322,989
9332,988
9342,989
9353,988
9364,989
9374,988
9384,989
9395,988
9405,988
9415,989
9426,988
9437,989
9447,989
9457,989
9467,989
9479,988
9489,989
9499,989
9509,989
9520,989
9530,989
9541,989
9551,988
9562,989
9572,989
9582,989
9592,988
9604,989
9614,989
9624,989
9634,988
9645,990
9656,988
9666,989
9676,989
9687,988
9697,989
9707,989
9718,989
9729,988
9739,989
9749,989
9759,988
9769,989
9781,989
9791,989
9801,988
9811,989
9822,989
9833,989
9843,989
9853,989
9864,989
9874,988
9884,989
9895,988
9906,988
9916,989
9926,988
9936,989
9948,988
9958,988
9968,988
9978,988
9989,988
9999,989
10010,989
10020,988
10031,988
10041,989
10051,988
10062,989
10073,988
10083,988
10093,988
10104,988
10115,988
10125,989
10135,987
10145,988
10157,988
10167,988
10177,988
10187,988
10198,988
10209,988
10219,988
10229,988
10240,988
10250,988
10261,988
10271,988
10281,988
10292,987
10303,988
10313,988
10323,988
10334,988
10344,988
10355,989
10365,988
10376,989
10386,988
10396,988
10407,988
10418,988
10428,988
10438,988
10448,988
10460,988
10470,989
10480,988
10490,988
10502,988
10513,988
10524,989
10535,989
10547,988
10558,988
10570,988
10582,988
10593,988
10604,988
10615,988
10627,989
10639,988
10650,989
10661,988
10673,988
10684,988
10696,989
10707,988
10719,988
10730,989
10741,988
10753,988
10765,988
10776,988
10787,988
10799,989
10810,988
10821,988
10833,988
10845,988
10856,988
10867,988
10878,988
10890,989
10902,989
10913,989
10925,988
10936,988
10947,988
10958,988
10971,988
10982,988
10993,988
11004,989
11016,988
11027,988
11039,988
11051,988
11062,989
11073,988
11084,988
11097,988
11108,988
11119,988
11130,987
11142,988
11153,988
11165,988
11176,988
11188,988
11199,989
11210,988
11222,989
11234,988
11245,989
11256,988
11268,988
11279,988
11290,988
11302,988
11314,988
11325,988
11336,988
11347,988
11359,988
11371,988
11382,988
11394,988
11405,989
11416,988
11428,988
11440,988
11451,988
11462,988
11473,989
11485,988
11497,988
11508,988
11520,988
11531,988
11542,988
11553,989
11566,989
11577,988
11588,988
11599,988
11611,988
11622,987
11634,988
11645,988
11657,988
11668,988
11679,988
11691,988
11703,988
11714,988
11725,988
11737,988
11748,988
11759,988
11771,989
11783,988
11794,989
11805,988
11816,988
11829,989
11840,988
