time,value
10041,323
10051,323
10061,323
10072,323
10083,323
10093,323
10103,323
10114,323
10124,323
10135,323
10145,322
10156,323
10166,323
10176,323
10187,323
10198,323
10208,323
10218,323
10228,323
10240,323
10250,323
10260,323
10270,323
10281,323
10292,323
10302,323
10312,323
10322,323
10334,323
10344,322
10354,323
10364,323
10375,322
10386,322
10396,322
10406,322
10417,322
10427,322
10438,322
10448,322
10459,322
10470,322
10481,322
10492,322
10504,322
10516,322
10527,322
10539,322
10550,322
10561,322
10572,322
10585,322
10596,322
10607,322
10618,322
10630,322
10642,322
10653,322
10664,322
10676,322
10687,322
10698,322
10711,322
10722,322
10733,322
10744,322
10756,322
10767,322
10779,322
10790,322
10802,322
10813,322
10824,322
10835,321
10848,322
10859,322
10870,321
10882,322
10893,321
10904,321
10916,321
10928,321
10939,321
10950,321
10961,321
10973,321
10985,321
10996,321
11008,321
11019,320
11030,320
11042,320
11054,319
11065,320
11076,319
11087,319
11099,319
11111,319
11122,319
11133,319
11145,319
11156,319
11167,319
11180,319
11191,319
11202,319
11213,319
11225,319
11236,319
11248,319
11259,319
11271,319
11282,319
11293,319
11304,319
11317,319
11328,319
11339,319
11351,319
11362,319
11374,319
11385,319
11397,319
11408,319
11419,319
11430,319
11443,319
11454,319
11465,319
11476,318
11488,319
11499,319
11511,319
11523,319
11534,319
11545,318
11556,319
11568,319
11580,319
11591,319
11602,319
11614,319
11625,319
11636,319
11649,319
11660,319
11671,319
11682,319
11694,319
11705,319
11717,319
11728,319
11740,319
11751,319
11762,319
11774,319
11786,319
11797,319
11808,319
11820,319
11831,319
11843,319
11854,319
11866,319
11877,319
11888,319
11899,319
11912,319
11923,319
11934,319
11945,319
11957,323
11968,327
11980,328
11992,326
12003,324
12014,323
12025,321
12037,318
12049,319
12060,320
12071,321
12083,320
12094,320
12106,319
12118,320
12129,318
12140,317
12151,319
12163,321
12175,321
12186,324
12197,324
12209,317
12220,319
12231,318
12243,320
12255,318
12266,320
12277,325
12289,323
12300,321
12312,321
12323,319
12335,319
12346,317
12357,319
12368,320
12381,319
12392,319
12403,316
12414,315
12426,318
12437,316
12449,320
12461,324
12472,326
12483,325
12494,323
12507,320
12518,317
12529,316
12540,316
12552,316
12563,318
12575,321
12587,321
12598,320
12609,320
12620,320
12632,321
12644,321
12655,324
12666,326
12678,325
12689,325
12700,323
12712,321
12724,322
12735,319
12746,321
12758,324
12769,324
12781,324
12792,322
12804,322
12815,322
12826,320
12838,320
12850,322
12861,324
12872,324
12883,323
12895,320
12907,320
12918,323
12930,320
12941,321
12952,321
12963,323
12976,326
12987,324
12998,323
13009,321
13021,320
13032,319
13044,320
13056,320
13067,320
13078,323
13089,322
13101,316
13113,318
13124,318
13135,317
13147,323
13158,326
13169,326
13181,326
13193,322
13204,318
13215,317
13227,315
13239,320
13250,325
13261,328
13273,325
13284,326
13295,324
13307,322
13319,321
13330,320
13341,320
13352,323
13364,321
13376,320
13387,320
13399,319
13410,320
13421,320
13432,321
13445,324
13456,327
13467,325
13478,328
13490,322
13501,323
13513,324
13524,320
13536,322
13547,323
13558,327
13571,328
13582,327
13593,326
13604,323
13616,321
13627,321
13639,322
13650,323
13662,324
13673,324
13684,321
13696,319
13708,321
13719,321
13730,323
13742,327
13753,329
13764,330
13776,329
13788,325
13799,323
13810,322
13821,324
13833,327
13845,330
13856,329
13868,330
13879,330
13890,328
13901,326
13914,326
13925,324
13936,327
13947,328
13959,326
13971,327
13982,324
13993,324
14005,326
14016,326
14027,330
14040,331
14051,334
14062,334
14073,331
14085,331
14096,334
14108,331
14119,330
14131,330
14142,332
14153,331
14164,327
14177,324
14188,321
14199,321
14211,319
14222,319
14233,320
14245,319
14257,320
14268,318
14279,318
14290,319
14303,321
14314,324
14325,328
14337,332
14348,334
14359,336
14371,337
14383,338
14394,338
14405,335
14416,332
14428,330
14440,329
14451,330
14462,328
14474,327
14485,326
14496,327
14509,328
14520,327
14531,327
14542,324
14554,324
14565,327
14577,328
14588,329
14600,333
14611,334
14622,335
14633,337
14646,336
14657,334
14668,335
14680,334
14691,333
14703,333
14714,334
14726,335
14737,337
14748,339
14759,343
14772,346
14783,347
14794,347
14806,348
14817,351
14828,353
14840,354
14852,354
14863,352
14874,349
14885,350
14897,351
14909,353
14920,353
14931,353
14943,352
14954,351
14965,349
14978,348
14989,349
15000,351
15011,354
15023,355
15035,355
15046,357
15057,359
15069,361
15080,361
15091,360
15104,359
15115,360
15126,366
15137,372
15149,375
15160,376
15172,376
15183,376
15195,375
15206,374
15217,373
15228,374
15241,377
15252,379
15263,379
15275,381
15286,381
15297,382
15309,382
15321,383
15332,385
15343,386
15354,386
15366,387
15378,389
15389,393
15400,394
15412,396
15423,396
15435,396
15447,396
15458,395
15469,395
15480,394
15492,396
15504,399
15515,399
15526,388
15538,386
15549,381
15560,374
15572,369
15584,359
15595,363
15606,362
15618,369
15629,375
15641,374
15652,372
15664,373
15675,374
15686,377
15697,383
15710,389
15721,390
15732,387
15744,385
15755,386
15767,384
15778,387
15790,383
15801,382
15812,386
15823,386
15836,388
15847,383
15858,385
15869,388
15881,389
15892,388
15904,387
15916,387
15927,386
15938,383
15949,386
15961,390
15973,391
15984,390
15995,389
16007,389
16018,392
16029,395
16041,400
16053,401
16064,399
16075,396
16087,393
16098,393
16110,394
16121,392
16133,396
16144,398
16155,395
16167,394
16179,391
16190,387
16201,386
16212,388
16224,389
16236,387
16247,386
16259,384
16270,382
16281,381
16292,381
16305,380
16316,379
16327,380
16338,379
16350,378
16361,378
16373,378
16385,378
16396,379
16407,379
16418,377
16430,378
16442,378
16453,378
16464,380
16476,380
16487,379
16499,377
16510,376
16522,376
16533,376
16544,377
16556,377
16568,379
16579,379
16590,378
16602,376
16613,375
16624,375
16636,376
16648,376
16659,376
16670,376
16681,377
16693,376
16705,376
16716,374
16728,372
16739,372
16750,371
16761,370
16774,370
16785,371
16796,371
16807,372
16819,374
16830,375
16842,374
16854,373
16865,372
16876,371
16887,368
16900,367
16911,364
16922,361
16933,359
16945,358
16956,357
16968,357
16979,358
16991,359
17002,361
17013,362
17025,363
17037,364
17048,364
17059,364
17071,365
17082,365
17093,366
17105,365
17117,364
17128,362
17139,359
17150,356
17162,353
17174,351
17185,349
17197,348
17208,347
17219,347
17231,345
17243,345
17254,345
17265,345
17276,346
17288,345
17300,346
17311,346
17323,346
17334,346
17345,347
17356,347
17369,345
17380,343
17391,343
17402,342
17414,342
17425,342
17437,341
17448,341
17460,342
17471,342
17482,342
17494,342
17506,342
17517,342
17528,342
17540,342
17551,341
17562,340
17574,340
17586,340
17597,341
17608,341
17619,343
17632,345
17643,345
17654,345
