time,value
13616,362
13628,362
13639,363
13650,363
13662,364
13673,364
13684,364
13697,364
13708,364
13719,364
13730,364
13742,363
13753,363
13765,363
13776,363
13788,363
13799,363
13810,364
13822,364
13834,364
13845,364
13856,363
13868,363
13879,363
13891,363
13902,363
13914,363
13925,364
13936,364
13947,364
13960,365
13971,365
13982,365
13993,364
14005,364
14016,363
14028,363
14040,363
14051,363
14062,363
14073,363
14085,363
14097,363
14108,363
14119,363
14131,363
14142,362
14154,362
14166,362
14177,362
14188,362
14199,362
14211,362
14223,362
14234,362
14245,362
14257,362
14268,361
14279,361
14291,361
14303,361
14314,360
14325,360
14337,360
14348,360
14360,360
14371,360
14383,360
14394,360
14405,359
14416,359
14429,359
14440,359
14451,359
14462,359
14474,359
14485,360
14497,360
14509,359
14520,360
14531,359
14542,359
14555,359
14566,359
14577,358
14588,358
14600,358
14611,359
14623,358
14635,358
14646,359
14657,358
14668,358
14680,358
14692,358
14703,358
14714,358
14726,358
14737,358
14748,358
14760,358
14772,358
14783,358
14794,358
14806,358
14817,358
14829,358
14840,358
14852,358
14863,358
14874,358
14886,359
14898,359
14909,359
14920,360
14931,360
14943,360
14955,360
14966,360
14978,360
14989,360
15000,360
15011,360
15024,360
15035,361
15046,361
15057,360
15069,361
15080,361
15092,360
15104,361
15115,360
15126,360
15137,360
15149,360
15161,360
15172,360
15183,360
15195,360
15206,360
15217,360
15229,360
15241,360
15252,360
15263,360
15275,360
15287,360
15298,360
15309,360
15321,361
15332,361
15343,361
15355,361
15367,361
15378,360
15389,360
15400,360
15412,360
15424,360
15435,360
15447,361
15458,360
15469,360
15480,365
15493,370
15504,374
15515,368
15526,370
15538,366
15549,366
15561,366
15572,364
15584,365
15595,365
15606,367
15619,368
15630,372
15641,367
15652,370
15664,371
15675,368
15687,372
15698,375
15710,376
15721,377
15732,373
15744,371
15756,374
15767,376
15778,376
15790,380
15801,376
15812,375
15824,376
15836,380
15847,379
15858,377
15869,375
15881,374
15893,374
15904,373
15916,374
15927,376
15938,380
15949,383
15962,383
15973,383
15984,381
15995,379
16007,378
16019,378
16030,379
16041,377
16053,377
16064,376
16075,377
16088,376
16099,373
16110,370
16121,368
16133,370
16144,371
16156,374
16167,375
16179,374
16190,373
16201,376
16212,380
16225,382
16236,380
16247,384
16259,383
16270,387
16281,387
16293,388
16305,388
16316,388
16327,389
16338,388
16351,386
16362,388
16373,387
16385,387
16396,387
16407,384
16419,388
16431,389
16442,390
16453,392
16464,393
16476,392
16488,392
16499,391
16510,391
16522,392
16533,392
16544,394
16557,396
16568,398
16579,400
16590,399
16602,400
16613,401
16625,400
16636,398
16648,401
16659,404
16670,407
16681,412
16694,414
16705,413
16716,412
16728,414
16739,415
16751,415
16762,418
16774,421
16785,422
16796,422
16807,426
16820,428
16831,427
16842,428
16854,429
16865,431
16876,433
16888,434
16900,433
16911,434
16922,434
16933,433
16945,432
16957,432
16968,432
16979,434
16991,436
17002,440
17013,441
17026,445
17037,447
17048,447
17059,448
17071,449
17083,451
17094,454
17105,454
17117,457
17128,459
17139,460
17152,458
17163,458
17174,459
17185,460
17197,461
17208,463
17220,466
17231,465
17243,469
17254,469
17265,468
17276,469
17289,471
17300,472
17311,473
17323,474
17334,475
17345,475
17357,476
17369,476
17380,480
17391,483
17402,485
17414,484
17426,486
17437,486
17448,487
17460,486
17471,485
17483,487
17495,487
17506,488
17517,489
17528,489
17540,489
17552,489
17563,489
17574,491
17586,492
17597,491
17608,493
17620,491
17632,490
17643,490
17654,488
17666,487
17677,488
17689,490
17700,491
17712,490
17723,489
17734,488
17745,489
17758,488
17769,488
17780,487
17792,488
17803,488
17815,487
17826,488
17838,487
17849,486
17860,487
17871,487
17884,488
17895,488
17906,486
17917,486
17929,486
17940,487
17952,488
17964,488
