time,value
7
2829470,358
2829484,358
2829498,357
2829511,357
2829524,357
2829538,357
2829551,357
2829565,357
2829579,357
2829592,357
2829605,357
2829619,357
2829633,357
2829646,357
2829660,357
2829673,357
2829686,357
2829701,357
2829714,357
2829727,357
2829741,356
2829754,356
2829768,356
2829782,356
2829795,356
2829808,356
2829821,356
2829836,356
2829849,355
2829862,356
2829876,356
2829890,355
2829903,355
2829917,355
2829930,355
2829943,355
2829958,355
2829971,355
2829984,355
2829998,355
2830011,355
2830025,355
2830039,355
2830052,355
2830065,355
2830078,355
2830093,355
2830106,355
2830119,355
2830133,354
2830146,354
2830160,354
2830174,354
2830187,354
2830200,354
2830214,354
2830228,354
2830241,354
2830255,354
2830268,354
2830281,354
2830296,354
2830309,354
2830322,354
2830336,354
2830349,354
2830363,354
2830376,354
2830390,354
2830403,354
2830416,354
2830431,354
2830444,354
2830457,354
2830471,354
2830484,354
2830498,353
2830512,353
2830525,354
2830538,353
2830552,353
2830566,353
2830579,353
2830593,353
2830606,353
2830619,353
2830633,353
2830647,353
2830660,353
2830673,353
2830687,353
2830701,353
2830714,353
2830728,353
2830741,353
2830755,353
2830769,353
2830782,353
2830795,353
2830809,353
2830823,353
2830836,353
2830850,353
2830863,353
2830876,353
2830891,352
2830904,352
2830917,353
2830930,352
2830944,352
2830958,352
2830971,352
2830985,352
2830998,352
2831011,352
2831026,352
2831039,352
2831052,352
2831066,352
2831079,352
2831093,352
2831107,352
2831120,352
2831133,352
2831147,352
2831161,352
2831174,352
2831187,352
2831201,352
2831214,352
2831228,352
2831242,352
2831255,352
2831268,352
2831282,352
2831296,352
2831309,351
2831323,351
2831336,352
2831349,351
2831364,351
2831377,352
2831390,351
2831404,351
2831417,351
2831431,351
2831444,351
2831458,351
2831471,351
2831484,351
2831499,351
2831512,351
2831525,351
2831539,351
2831552,351
2831566,351
2831580,351
2831593,351
2831606,351
2831621,351
2831634,351
2831647,351
2831661,351
2831674,351
2831688,351
2831702,351
2831715,351
2831728,351
2831741,351
2831756,351
2831769,351
2831782,351
2831796,351
2831809,351
2831823,351
2831837,351
2831850,351
2831863,351
2831877,351
2831891,350
2831904,350
2831918,350
2831931,350
2831944,350
2831959,351
2831972,350
2831985,350
2831998,350
2832012,350
2832026,350
2832039,350
2832053,350
2832066,350
2832079,350
2832094,350
2832107,350
2832120,350
2832134,350
2832147,350
2832161,350
2832175,350
2832188,350
2832201,350
2832215,350
2832229,350
2832242,350
2832256,350
2832269,350
2832282,350
2832296,350
2832310,350
2832323,350
2832336,350
2832350,350
2832364,350
2832377,350
2832391,350
2832404,350
2832417,350
2832432,350
2832445,350
2832458,350
2832472,350
2832486,350
2832499,350
2832513,350
2832526,350
2832539,350
2832553,350
2832567,350
2832580,350
2832593,350
2832607,349
2832621,350
2832634,350
2832648,349
2832661,350
2832674,350
2832689,349
2832702,350
2832715,349
2832729,349
2832742,350
2832756,349
2832770,349
2832783,350
2832796,349
2832809,349
2832824,349
2832837,349
2832850,349
2832864,349
2832877,349
2832891,349
2832905,349
2832918,349
2832931,349
2832945,349
2832959,349
2832972,349
2832986,349
2832999,349
2833012,349
2833027,349
2833040,349
2833053,349
2833067,349
2833080,349
2833094,349
2833107,349
2833121,349
2833134,349
2833147,349
2833162,349
2833175,349
2833188,349
2833202,349
2833215,349
2833229,349
2833243,349
2833256,349
2833269,349
2833283,349
2833297,349
2833310,349
2833324,349
2833337,349
2833351,349
2833364,349
2833378,350
2833391,349
2833404,349
2833419,349
2833432,350
2833445,349
2833459,350
2833472,349
2833486,349
2833500,350
2833513,349
2833526,350
2833540,350
2833554,350
2833567,350
2833581,349
2833594,350
2833607,350
2833622,350
2833635,350
2833648,350
2833661,349
2833675,350
2833689,350
2833702,350
2833716,350
2833729,350
2833742,350
2833757,350
2833770,350
2833783,350
2833797,350
2833810,350
2833824,350
2833838,350
2833851,349
2833864,350
2833878,350
2833892,350
2833905,350
2833918,350
2833932,349
2833945,349
2833959,349
2833973,349
2833986,349
2833999,350
2834013,349
2834027,349
2834040,349
2834054,349
2834067,349
2834080,349
2834095,349
2834108,349
2834121,349
2834135,349
2834148,349
2834162,349
2834176,349
2834189,349
2834202,349
2834216,349
2834230,349
2834243,349
2834256,349
2834270,349
2834284,349
2834297,349
2834311,349
2834324,349
2834337,349
2834352,349
2834365,349
2834378,349
2834392,349
2834405,349
2834419,349
2834433,349
2834446,349
2834459,349
2834472,349
2834487,349
2834500,349
2834513,349
2834527,349
2834540,349
2834554,349
2834568,349
2834581,349
2834594,349
2834608,349
2834622,349
2834635,349
2834649,349
2834662,349
2834675,349
2834690,349
2834703,349
2834716,349
2834729,349
2834743,349
2834757,349
2834770,349
2834784,349
2834797,349
2834810,349
2834825,349
2834838,349
2834851,349
2834865,349
2834878,349
2834892,349
2834906,349
2834919,349
2834932,349
2834946,348
2834960,348
2834973,349
2834987,348
2835000,348
2835013,348
2835027,348
2835041,348
2835054,348
2835067,348
2835082,348
2835095,348
2835108,348
2835122,348
2835135,348
2835149,348
2835163,348
2835176,348
2835189,348
2835203,348
2835217,348
2835230,348
2835244,348
2835257,348
2835270,348
2835284,348
2835298,347
2835311,347
2835324,347
2835338,347
2835352,347
2835365,347
2835379,347
2835392,347
2835405,347
2835420,347
2835433,347
2835446,347
2835460,347
2835473,347
2835487,347
2835501,347
2835514,347
2835527,347
2835540,347
2835555,347
2835568,347
2835581,347
2835595,347
2835608,347
2835622,347
2835636,347
2835649,347
2835662,347
2835676,347
2835690,347
2835703,348
2835717,347
2835730,347
2835743,347
2835758,347
2835771,347
2835784,347
2835798,347
2835811,347
2835825,347
2835838,347
2835852,347
2835865,347
2835878,347
2835893,347
2835906,347
2835919,347
2835933,347
2835947,347
2835960,347
2835974,347
2835987,347
2836000,347
2836015,347
2836028,347
2836041,347
2836055,347
2836068,347
2836082,347
2836096,347
2836109,347
2836122,347
2836135,347
2836150,347
2836163,346
2836176,347
2836190,346
2836203,346
2836217,346
2836231,346
2836244,346
2836257,346
2836271,346
2836285,346
2836298,346
2836312,346
2836325,346
2836338,346
2836353,346
2836366,346
2836379,346
2836392,346
2836406,346
2836420,346
2836433,346
2836447,346
2836460,346
2836473,346
2836488,346
2836501,346
2836514,346
2836528,345
2836541,346
2836555,345
2836569,345
2836582,346
2836595,345
2836609,345
2836623,345
2836636,345
2836649,345
2836663,345
2836676,345
2836690,345
2836704,345
2836717,345
2836730,345
2836744,345
2836758,345
2836771,345
2836785,345
2836798,345
2836812,345
2836826,345
2836839,345
2836852,344
2836866,344
2836880,344
2836893,344
2836907,344
2836920,344
2836933,344
2836947,344
2836961,344
2836974,344
2836987,344
2837001,344
2837015,344
2837028,344
2837042,344
2837055,344
2837068,344
2837083,344
2837096,344
2837109,343
2837123,343
2837136,343
2837150,343
2837164,343
2837177,343
2837190,343
2837203,343
2837218,343
2837231,343
2837244,343
2837258,343
2837271,343
2837285,343
2837299,343
2837312,343
2837325,343
2837339,343
2837353,343
2837366,343
2837380,343
2837393,343
2837406,343
2837421,343
2837434,343
2837447,342
2837460,342
2837474,342
2837488,342
2837501,342
2837515,343
