time,value
454034,368
2454047,369
2454061,369
2454074,369
2454087,369
2454102,368
2454115,369
2454128,369
2454141,369
2454155,369
2454169,368
2454182,369
2454196,369
2454209,369
2454222,369
2454237,369
2454250,368
2454263,369
2454277,368
2454290,368
2454304,369
2454318,368
2454331,368
2454344,369
2454359,369
2454372,369
2454385,369
2454398,369
2454412,369
2454426,368
2454439,369
2454453,368
2454466,368
2454479,369
2454494,369
2454507,369
2454520,368
2454534,368
2454547,368
2454561,368
2454575,368
2454588,368
2454601,369
2454615,369
2454629,368
2454642,368
2454656,368
2454669,368
2454682,368
2454696,369
2454710,368
2454723,368
2454736,368
2454750,368
2454764,368
2454777,368
2454791,368
2454804,368
2454817,368
2454832,368
2454845,368
2454858,368
2454872,368
2454885,368
2454899,368
2454913,368
2454926,368
2454939,369
2454952,368
2454967,368
2454980,369
2454993,368
2455007,368
2455020,369
2455034,368
2455048,368
2455061,368
2455074,368
2455088,368
2455102,368
2455115,368
2455129,369
2455142,368
2455155,368
2455170,368
2455183,368
2455196,368
2455209,368
2455224,369
2455237,369
2455250,368
2455264,368
2455277,368
2455291,368
2455305,369
2455318,368
2455331,369
2455345,368
2455359,368
2455372,368
2455386,368
2455399,368
2455412,368
2455427,368
2455440,368
2455453,368
2455467,368
2455480,368
2455494,368
2455507,368
2455521,368
2455534,368
2455547,368
2455562,368
2455575,368
2455588,368
2455602,368
2455615,368
2455629,368
2455643,368
2455656,368
2455669,368
2455683,368
2455697,368
2455710,368
2455724,368
2455737,368
2455750,368
2455764,368
2455778,368
2455791,368
2455804,368
2455818,368
2455832,368
2455845,368
2455859,368
2455872,368
2455885,368
2455900,368
2455913,368
2455926,368
2455940,368
2455953,368
2455967,368
2455981,368
2455994,368
2456007,368
2456020,368
2456035,368
2456048,368
2456061,368
2456075,368
2456089,368
2456102,368
2456116,368
2456129,368
2456142,368
2456157,368
2456170,368
2456183,368
2456197,368
2456210,368
2456224,368
2456238,368
2456251,368
2456264,368
2456278,368
2456292,368
2456305,368
2456318,368
2456332,368
2456345,368
2456359,368
2456373,368
2456386,368
2456399,368
2456413,368
2456427,368
2456440,368
2456454,368
2456467,368
2456480,368
2456495,368
2456508,368
2456521,368
2456535,368
2456548,368
2456562,369
2456576,368
2456589,369
2456602,369
2456615,369
2456630,369
2456643,369
2456656,369
2456670,369
2456683,369
2456697,369
2456711,369
2456724,369
2456737,369
2456751,369
2456765,369
2456778,369
2456792,369
2456805,369
2456818,369
2456833,369
2456846,369
2456859,369
2456872,369
2456886,369
2456900,369
2456913,369
2456927,369
2456940,369
2456954,369
2456968,369
2456981,369
2456994,369
2457008,369
2457022,369
2457035,369
2457049,369
2457062,369
2457075,369
2457090,369
2457103,369
2457116,369
2457129,370
2457143,369
2457157,369
2457170,370
2457184,370
2457197,370
2457210,370
2457225,369
2457238,370
2457251,370
2457265,370
2457278,370
2457292,370
2457306,370
2457319,370
2457332,370
2457346,370
2457360,370
2457373,370
2457387,370
2457400,370
2457413,370
2457427,370
2457441,370
2457454,370
2457467,370
2457481,370
2457495,371
2457508,371
2457522,371
2457535,371
2457548,371
2457563,371
2457576,371
2457589,371
2457603,371
2457616,371
2457630,371
2457644,371
2457657,371
2457670,371
2457683,371
2457698,371
2457711,371
2457724,371
2457738,371
2457751,371
2457765,371
2457779,371
2457792,371
2457805,371
2457820,371
2457833,370
2457846,371
2457860,371
2457873,371
2457887,371
2457901,371
2457914,370
2457927,371
2457940,370
2457955,370
2457968,370
2457981,370
2457995,370
2458008,370
2458022,370
2458036,370
2458049,370
2458062,370
2458076,370
2458090,370
2458103,370
2458117,370
2458130,370
2458143,370
2458158,370
2458171,370
2458184,370
2458198,370
2458211,370
2458225,370
2458238,370
2458252,370
2458265,370
2458278,370
2458293,370
2458306,370
2458319,370
2458333,370
2458346,370
2458360,370
2458374,370
2458387,370
2458400,370
2458414,370
2458428,370
2458441,370
2458455,370
2458468,370
2458481,370
2458496,370
2458509,370
2458522,370
2458535,370
2458549,370
2458563,370
2458576,370
2458590,370
2458603,370
2458616,370
2458631,370
2458644,370
2458657,370
2458671,370
2458685,370
2458698,370
2458712,370
2458725,370
2458738,370
2458753,370
2458766,370
2458779,370
2458792,370
2458806,370
2458820,370
2458833,370
2458847,370
2458860,370
2458873,370
2458888,370
2458901,370
2458914,370
2458928,370
2458941,370
2458955,370
2458969,370
2458982,370
2458995,370
2459009,370
2459023,370
2459036,370
2459049,370
2459063,370
2459076,370
2459090,370
2459104,370
2459117,370
2459130,370
2459144,370
2459158,370
2459171,370
2459185,370
2459198,370
2459211,370
2459226,370
2459239,370
2459252,370
2459266,369
2459279,369
2459293,370
2459307,370
2459320,370
2459333,370
2459346,369
2459361,370
2459374,369
2459387,370
2459401,370
2459414,370
2459428,370
2459442,370
2459455,370
2459468,370
2459482,370
2459496,370
2459509,370
2459523,369
2459536,370
2459550,370
2459564,369
2459577,370
2459590,370
2459603,369
2459618,370
2459631,369
2459644,369
2459658,369
2459671,369
2459685,369
2459699,369
2459712,369
2459725,369
2459739,369
2459753,369
2459766,369
2459780,369
2459793,370
2459806,369
2459821,369
2459834,369
2459847,369
2459860,369
2459874,369
2459888,369
2459901,369
2459915,369
2459928,369
2459941,369
2459956,369
2459969,369
2459982,369
2459996,369
2460009,370
2460023,369
2460037,369
2460050,369
2460063,369
2460077,369
2460091,369
2460104,369
2460118,369
2460131,369
2460144,369
2460158,369
2460172,369
2460185,369
2460198,369
2460212,369
2460226,369
2460239,369
2460253,369
2460266,369
2460279,369
2460294,369
2460307,369
2460320,369
2460334,369
2460347,369
2460361,369
2460375,369
2460388,369
2460401,370
2460416,369
2460429,369
2460442,369
2460455,369
2460469,370
2460483,369
2460496,369
2460510,370
2460523,369
2460536,370
2460551,370
2460564,370
2460577,370
2460591,369
2460604,369
2460618,370
2460632,370
2460645,370
2460658,369
2460672,369
2460686,370
2460699,369
2460712,369
2460726,369
2460739,369
2460753,369
2460767,370
2460780,369
2460793,370
2460807,370
2460821,369
2460834,370
2460848,369
2460861,369
2460874,370
2460889,369
2460902,370
2460915,369
2460929,369
2460942,369
2460956,369
2460969,369
2460983,369
2460996,369
2461009,370
2461024,369
2461037,369
2461050,370
2461064,369
2461077,369
2461091,369
2461105,369
2461118,370
2461131,369
2461145,370
2461159,370
2461172,369
2461186,369
2461199,369
2461212,369
2461227,369
2461240,369
2461253,369
2461266,370
2461281,369
2461294,370
2461307,370
2461321,369
2461334,369
2461348,369
2461362,369
2461375,370
2461388,369
2461402,369
2461416,369
2461429,369
2461443,369
2461456,369
2461469,369
2461484,369
2461497,369
2461510,369
2461523,369
2461537,369
2461551,369
2461564,369
2461578,369
2461591,369
2461604,369
2461619,369
2461632,369
2461645,369
2461659,369
2461672,369
2461686,369
2461700,369
2461713,369
2461726,369
2461740,369
2461754,369
2461767,369
2461780,369
2461794,369
2461807,369
2461821,369
2461835,369
2461848,369
2461861,369
2461875,369
2461889,369
2461902,369
2461916,369
2461929,369
2461942,369
2461957,369
2461970,369
2461983,369
2461997,369
2462010,369
2462024,369
2462038,369
2462051,369
2462064,369
2462077,369
2462092,369
2462105,369
2462118,369
2462132,369
2462146,369
2462159,369
2462173,369
2462186,369
2462199,369
2462214,369
2462227,369
2462240,369
2462254,369
2462267,369
2462281,369
2462295,369
2462308,369
2462321,369
2462334,369
2462349,369
2462362,369
2462375,369
2462389,369
2462402,369
2462416,369
2462430,369
2462443,369
2462456,369
2462470,369
2462484,369
2462497,369
2462511,369
2462524,369
2462537,369
2462552,369
2462565,369
2462578,369
2462592,369
2462605,369
2462619,369
2462632,369
2462646,369
2462659,369
2462672,369
2462687,369
2462700,369
2462713,369
2462727,369
2462740,369
2462754,369
2462768,369
2462781,369
2462794,369
2462808,369
2462822,369
2462835,369
2462849,369
2462862,369
2462875,369
2462889,369
2462903,369
2462916,369
2462929,369
2462943,369
2462957,369
2462970,369
2462984,369
2462997,369
2463011,369
2463025,369
2463038,369
2463051,369
2463065,369
2463079,369
2463092,369
2463106,369
2463119,369
2463132,369
2463147,369
2463160,369
2463173,369
2463186,369
2463200,369
2463214,369
2463227,369
2463241,369
2463254,369
2463267,369
2463282,369
2463295,369
2463308,369
2463322,369
2463335,369
2463349,369
2463363,369
2463376,369
2463389,369
2463403,369
2463417,369
2463430,369
2463443,369
2463457,369
2463470,369
2463484,369
2463498,369
2463511,369
2463524,369
2463538,369
2463552,369
2463565,370
2463579,369
2463592,369
2463605,369
2463620,369
2463633,369
2463646,369
2463660,369
2463673,369
2463687,369
2463700,369
2463714,369
2463727,369
2463740,369
2463755,369
2463768,369
2463781,369
2463795,369
2463808,369
2463822,369
2463836,369
2463849,369
2463862,369
2463877,369
2463890,369
2463903,369
2463917,369
2463930,369
2463944,369
2463958,369
2463971,369
2463984,369
2463997,369
2464012,369
2464025,370
2464038,370
2464052,370
2464065,370
2464079,370
2464093,370
2464106,370
2464119,370
2464133,370
2464147,370
2464160,370
2464174,370
2464187,370
2464200,370
2464215,370
2464228,370
2464241,371
2464254,370
2464268,371
2464282,371
2464295,371
2464309,371
2464322,371
2464335,371
2464350,371
2464363,371
2464376,371
2464390,371
2464403,371
2464417,371
2464431,371
2464444,371
2464457,371
2464471,371
2464485,371
2464498,371
2464512,371
2464525,371
2464538,371
2464552,371
2464566,371
2464579,371
2464592,371
2464606,371
2464620,371
2464633,371
2464647,371
2464660,371
2464673,371
2464688,371
2464701,372
2464714,372
2464728,372
2464742,372
2464755,372
2464769,372
2464782,373
2464795,372
2464809,372
2464823,372
2464836,372
2464849,373
2464863,373
2464877,372
2464890,373
2464904,372
2464917,373
2464930,373
2464945,372
2464958,373
2464971,373
2464985,373
2464998,373
2465012,373
2465026,373
2465039,373
2465052,372
2465065,373
2465080,373
2465093,373
2465106,373
2465120,373
2465133,373
2465147,373
2465161,373
2465174,373
2465187,373
2465201,373
2465215,373
2465228,373
2465242,373
2465255,373
2465268,373
2465283,373
2465296,373
2465309,373
2465323,373
2465336,373
2465350,373
2465363,373
2465377,373
2465390,373
2465403,373
2465418,373
2465431,373
2465444,373
2465458,373
2465471,373
2465485,373
2465499,373
2465512,373
2465525,373
2465539,373
2465553,373
2465566,373
2465580,373
2465593,373
2465607,373
2465620,373
2465634,373
2465647,373
2465660,373
2465675,373
2465688,373
2465701,373
2465715,373
2465728,373
2465742,373
2465756,373
2465769,373
2465782,373
2465796,373
2465810,373
2465823,373
2465837,373
2465850,373
2465863,373
2465878,373
2465891,373
2465904,373
2465917,373
2465931,373
2465945,373
2465958,373
2465972,373
2465985,373
2465998,373
2466013,373
2466026,373
2466039,373
2466053,373
2466066,373
2466080,373
2466094,373
2466107,373
2466120,373
2466134,373
2466148,373
2466161,373
2466174,373
2466188,373
2466201,373
2466215,373
2466229,373
2466242,373
2466255,373
2466269,373
2466283,373
2466296,373
2466310,373
2466323,373
2466336,373
2466351,373
2466364,373
2466377,373
2466391,373
2466404,373
2466418,373
2466432,373
2466445,373
2466458,373
2466472,373
2466486,373
2466499,373
2466512,373
2466526,373
2466540,373
2466553,373
2466567,373
2466580,373
2466593,373
2466608,373
2466621,373
2466634,373
2466648,373
2466661,373
2466675,373
2466689,373
2466702,373
2466715,373
2466728,373
2466743,373
2466756,373
2466769,373
2466783,373
2466796,373
2466810,373
2466824,373
2466837,373
2466850,373
2466864,373
2466878,373
2466891,373
2466905,374
2466918,373
2466931,373
2466946,373
2466959,373
2466972,373
2466985,373
2466999,373
2467013,373
2467026,373
2467040,373
2467053,374
2467066,373
2467081,374
2467094,373
2467107,373
2467121,374
2467134,373
2467148,373
2467162,373
2467175,373
2467188,373
2467202,374
2467216,374
2467229,373
2467243,373
2467256,374
2467269,373
2467283,373
2467297,373
2467310,373
2467323,373
2467338,373
2467351,373
2467364,373
2467378,373
2467391,373
2467405,374
2467419,373
2467432,373
2467445,374
2467459,373
2467473,373
2467486,373
2467500,374
2467513,374
2467526,373
2467540,373
2467554,374
2467567,373
2467580,373
2467594,374
2467608,373
2467621,374
2467635,374
2467648,374
2467661,373
2467676,373
2467689,373
2467702,373
2467716,373
2467729,373
2467743,373
2467757,373
2467770,373
2467783,373
2467796,373
2467811,373
2467824,373
2467837,373
2467851,373
2467864,373
2467878,373
2467892,373
2467905,373
2467918,373
2467932,373
2467946,373
2467959,373
2467973,373
2467986,373
2467999,373
2468014,373
2468027,373
2468040,373
2468054,373
2468067,373
2468081,373
2468094,373
2468108,373
2468121,373
2468134,373
2468149,373
2468162,373
2468175,373
2468189,373
2468203,373
2468216,373
2468230,373
2468243,373
2468256,373
2468271,373
2468284,373
2468297,373
2468311,373
2468324,373
2468338,373
2468352,373
2468365,373
2468378,373
2468391,373
2468406,373
2468419,373
2468432,373
2468446,374
2468459,373
2468473,373
2468487,373
2468500,373
2468513,373
2468527,373
2468541,373
2468554,373
2468568,373
2468581,373
2468594,373
2468609,373
2468622,376
2468635,377
2468648,376
2468662,376
2468676,373
2468689,372
2468703,371
2468716,371
2468729,371
2468744,370
2468757,367
2468770,367
2468784,369
2468797,368
2468811,369
2468825,370
2468838,372
2468851,372
2468865,373
2468879,369
2468892,366
2468905,366
2468919,365
2468932,367
2468946,369
2468960,369
2468973,369
2468986,369
2469000,368
2469014,367
2469027,366
2469041,365
2469054,367
2469068,363
2469082,363
2469095,362
2469108,364
2469122,368
2469136,368
2469149,367
2469163,364
2469176,361
2469189,359
2469203,361
2469217,364
2469230,366
2469243,366
2469257,366
2469271,367
2469284,365
2469298,363
2469311,361
2469324,362
2469339,359
2469352,362
2469365,358
2469379,360
2469392,362
2469406,364
2469420,366
2469433,366
2469446,363
2469459,363
2469474,362
2469487,359
2469500,358
2469514,361
2469527,363
2469541,363
2469555,363
2469568,364
2469581,365
2469595,368
2469609,370
2469622,370
2469636,364
2469649,362
2469662,361
2469677,360
2469690,362
2469703,362
2469716,359
2469730,360
2469744,359
2469757,357
2469771,357
2469784,360
2469797,360
2469812,359
2469825,356
2469838,357
2469852,356
2469865,356
2469879,355
2469893,358
2469906,360
2469919,359
2469934,365
2469947,368
2469960,358
2469974,358
2469987,356
2470001,356
2470014,356
2470028,356
2470041,356
2470054,354
2470069,353
2470082,351
2470095,348
2470109,348
2470122,347
2470136,347
2470150,345
2470163,344
2470176,344
2470190,343
2470204,344
2470217,342
2470231,339
2470244,336
2470257,334
2470272,332
2470285,333
2470298,333
2470311,334
2470325,336
2470339,334
2470352,336
2470366,333
2470379,329
2470392,326
2470407,321
2470420,319
2470433,324
2470447,323
2470460,320
2470474,308
2470488,302
2470501,302
2470514,297
2470528,298
2470542,304
2470555,303
2470568,300
2470582,298
2470595,301
2470609,302
2470623,301
2470636,299
2470649,294
2470663,295
2470677,295
2470690,293
2470704,292
2470717,293
2470730,290
2470745,289
2470758,288
2470771,288
2470785,290
2470799,292
2470812,299
2470825,297
2470839,301
2470852,302
2470866,303
2470880,302
2470893,304
2470906,305
2470920,304
2470934,301
2470947,300
2470961,298
