,1006
2496,1006
2507,1006
2519,1006
2530,1006
2541,1006
2553,1006
2565,1006
2576,1006
2587,1006
2598,1006
2610,1006
2622,1006
2633,1006
2644,1006
2656,1006
2667,1006
2679,1007
2691,1006
2702,1006
2713,1006
2724,1006
2736,1006
2748,1006
2759,1006
2770,1006
2782,1006
2793,1006
2804,1006
2817,1006
2828,1006
2839,1006
2850,1006
2862,1007
2873,1005
2885,1006
2896,1006
2908,1006
2919,1006
2930,1006
2941,1006
2954,1006
2965,1006
2976,1006
2988,1006
2999,1007
3010,1006
3022,1007
3034,1006
3045,1006
3056,1007
3067,1006
3080,1006
3091,1006
3102,1006
3113,1006
3125,1006
3136,1006
3148,1006
3160,1006
3171,1006
3182,1006
3193,1007
3205,1006
3217,1006
3228,1007
3239,1006
3251,1006
3262,1006
3273,1006
3286,1006
3297,1007
3308,1007
3319,1006
3331,1006
3342,1006
3354,1006
3365,1006
3377,1007
3388,1006
3399,1006
3411,1006
3423,1006
3434,1007
3445,1006
3457,1006
3468,1007
3480,1006
3491,1007
3503,1006
3514,1006
3525,1005
3536,1007
3549,1006
3560,1006
3571,1006
3582,1006
3594,1006
3605,1005
3617,1007
3629,1006
3640,1006
3651,1006
3662,1006
3674,1006
3686,1005
3697,1006
3708,1006
3720,1006
3731,1007
3742,1006
3755,1006
3766,1006
3777,1006
3788,1006
3800,1006
3812,1005
3823,1006
3834,1006
3846,1007
3857,1006
3868,1006
3880,1007
3892,1006
3903,1006
3914,1006
3926,1006
3937,1007
3949,1007
3960,1006
3972,1006
3983,1006
3994,1006
4005,1007
4018,1006
4029,1006
4040,1006
4051,1006
4063,1007
4074,1006
4086,1006
4098,1005
4109,1007
4120,1006
4131,1006
4144,1006
4155,1006
4166,1006
4177,1005
4189,1006
4200,1007
4212,1006
4224,1007
4235,1006
4246,1006
4257,1006
4269,1006
4281,1006
4292,1006
4303,1006
4315,1006
4326,1006
4337,1006
4349,1006
4361,1006
4372,1007
4383,1007
4395,1006
4406,1006
4418,1005
4429,1006
4441,1007
4452,1006
4463,1007
4474,1007
4487,1006
4498,1006
4509,1006
4520,1006
4532,1006
4544,1006
4555,1007
4567,1006
4578,1006
4589,1006
4600,1007
4613,1006
4624,1006
4635,1006
4646,1006
4658,1006
4669,1005
4681,1007
4692,1006
4704,1006
4715,1006
4726,1006
4738,1006
4750,1006
4761,1007
4772,1006
4784,1006
4795,1006
4806,1006
4818,1006
4830,1005
4841,1006
4852,1006
4864,1006
4876,1006
4887,1006
4898,1005
4910,1006
4921,1006
4932,1006
4944,1006
4956,1006
4967,1006
4978,1006
4989,1006
5001,1006
5013,1007
5024,1006
5036,1006
5047,1006
5058,1006
5069,1006
5082,1006
5093,1006
5104,1006
5115,1006
5127,1006
5138,1006
5150,1006
5161,1006
5173,1007
5184,1006
5195,1006
5207,1006
5219,1006
5230,1006
5241,1006
5253,1007
5264,1006
5276,1006
5287,1006
5299,1006
5310,1006
5321,1005
5332,1007
5345,1006
5356,1006
5367,1006
5379,1006
5390,1006
5401,1006
5413,1006
5425,1006
5436,1006
5447,1006
5458,1006
5470,1007
5482,1006
5493,1006
5505,1006
5516,1006
5527,1006
5538,1006
5551,1006
5562,1006
5573,1006
5584,1007
5596,1006
5608,1006
5619,1007
5630,1006
5642,1006
5653,1006
5664,1006
5677,1007
5688,1006
5699,1005
5710,1006
5722,1006
5733,1006
5745,1007
5756,1006
5768,1006
5779,1006
5790,1006
5801,1006
5814,1006
5825,1007
5836,1006
5848,1006
5859,1006
5870,1006
5882,1006
5894,1006
5905,1006
5916,1006
5927,1006
5939,1006
5951,1006
5962,1007
5974,1006
5985,1006
5996,1006
6008,1007
6020,1006
6031,1006
6042,1006
6053,1006
6065,1006
6077,1006
6088,1006
6099,1006
6111,1006
6122,1006
6133,1006
6146,1005
6157,1006
6168,1006
6179,1006
6191,1006
6202,1005
6214,1006
6225,1006
6237,1007
6248,1006
6259,1006
6270,1006
6283,1006
6294,1007
6305,1006
6317,1006
6328,1006
6340,1006
6351,1006
6363,1006
6374,1006
6385,1006
6396,1007
6409,1006
6420,1006
6431,1006
6443,1006
6454,1006
6465,1005
6477,1006
6489,1006
6500,1006
6511,1006
6522,1006
6534,1006
6546,1005
6557,1006
6568,1006
6580,1006
6591,1006
6602,1006
6615,1007
6626,1006
6637,1006
6648,1006
6660,1007
6671,1006
6683,1006
6694,1006
6706,1006
6717,1006
6728,1006
6740,1006
6752,1006
6763,1007
6774,1006
6786,1007
6797,1006
6809,1007
6820,1006
6832,1006
6843,1006
6854,1006
6865,1007
6878,1007
6889,1007
6900,1006
6912,1007
6923,1007
6934,1007
6946,1007
6958,1006
6969,1006
6980,1006
6991,1007
7003,1006
7015,1006
7026,1007
7037,1007
7049,1007
7060,1006
7072,1007
7084,1006
7095,1006
7106,1007
7117,1006
7129,1007
7141,1006
7152,1006
7163,1006
7175,1007
7186,1006
7197,1006
7209,1006
7221,1007
7232,1006
7243,1007
7255,1005
7266,1007
7278,1006
7289,1006
7301,1007
7312,1006
7323,1006
7334,1006
7347,1007
7358,1006
7369,1006
7380,1007
7392,1006
7403,1006
7415,1007
7427,1006
7438,1006
7449,1006
7460,1007
7473,1006
7484,1006
7495,1006
7506,1006
7518,1006
7529,1006
7541,1006
7553,1006
7564,1006
7575,1006
7586,1006
7598,1006
7610,1005
7621,1006
7632,1007
7644,1006
7655,1006
7666,1006
7678,1007
7690,1005
7701,1006
7712,1006
7724,1006
7735,1006
7747,1006
7758,1006
7770,1006
7781,1006
7792,1006
7804,1006
7816,1006
7827,1006
7838,1006
7849,1006
7861,1007
7873,1006
7884,1006
7896,1007
7907,1006
7918,1006
7929,1006
7942,1006
7953,1007
7964,1007
7975,1007
7987,1006
7998,1006
8010,1006
8022,1005
8033,1006
8044,1007
8055,1006
8067,1006
8079,1006
8090,1006
8101,1006
8113,1007
8124,1006
8135,1007
8147,1006
8159,1006
8170,1006
8181,1006
8193,1007
8205,1006
8216,1006
8227,1006
8239,1007
8250,1006
8261,1006
8273,1006
8285,1006
8296,1006
8307,1006
8318,1007
8330,1007
8342,1006
8353,1006
8365,1006
8376,1006
8387,1006
8398,1006
8411,1006
8422,1007
8433,1007
8444,1007
8456,1006
8467,1007
8479,1006
8491,1007
8502,1007
8513,1006
8524,1006
8537,1006
8548,1006
8559,1006
8570,1006
8582,1006
8593,1006
8605,1007
8616,1006
8628,1006
8639,1006
8650,1006
8662,1006
8674,1006
8685,1007
8696,1006
8708,1006
8719,1006
8730,1006
8742,1006
8754,1006
8765,1006
8776,1006
8787,1006
8799,1006
8811,1006
8822,1006
8834,1006
8845,1006
8856,1007
8867,1006
8880,1006
8891,1006
8902,1007
8913,1007
8925,1006
8937,1006
8948,1006
8960,1006
8971,1006
8982,1006
8993,1006
9006,1006
9017,1006
9028,1006
9039,1006
9051,1007
9062,1006
9074,1006
9085,1006
9097,1006
9108,1007
9119,1006
9131,1006
9143,1006
9154,1007
9165,1005
9177,1007
9188,1007
9199,1007
9211,1007
9223,1006
9234,1006
9245,1006
9256,1006
9269,1007
9280,1006
9291,1006
9303,1006
9314,1006
9325,1006
9337,1006
9349,1006
9360,1006
9371,1006
9382,1006
9394,1006
9406,1006
9417,1006
9428,1006
9440,1006
9451,1006
9462,1007
9475,1006
9486,1006
9497,1007
9508,1006
9520,1007
9531,1006
9543,1006
9554,1006
9566,1006
9577,1006
9588,1006
9600,1006
9612,1006
9623,1006
9634,1006
9646,1007
9657,1005
9669,1006
9680,1006
9692,1006
9703,1006
9714,1006
9725,1007
9738,1006
9749,1006
9760,1007
9772,1006
9783,1006
9794,1007
9806,1006
9818,1006
9829,1007
9840,1006
9851,1006
9863,1006
9875,1007
9886,1006
9897,1006
9909,1006
9920,1006
9931,1006
9944,1006
9955,1006
9966,1006
9977,1007
9989,1006
10001,1007
10013,1007
10025,1006
10038,1006
10050,1007
10062,1007
10076,1006
10088,1006
10100,1006
10113,1006
10125,1006
10138,1007
10150,1006
10163,1006
10175,1006
10187,1006
10201,1006
10213,1006
10225,1007
10237,1007
10250,1006
10262,1007
10275,1006
10288,1006
10300,1007
10312,1006
10324,1006
10338,1006
10350,1006
10362,1007
10375,1006
10387,1007
10400,1006
10413,1006
10425,1006
10437,1006
10449,1006
10462,1006
10475,1006
10487,1006
10500,1007
10512,1006
10524,1006
10537,1006
10550,1007
10562,1006
10574,1006
10587,1006
10600,1005
10612,1006
10625,1006
10637,1006
10649,1006
10661,1006
10675,1006
10687,1006
10699,1007
10712,1006
10724,1007
10737,1007
10749,1007
10762,1006
10774,1007
10786,1006
10800,1006
10812,1006
10824,1006
10836,1006
10849,1006
10861,1006
10874,1006
10887,1006
10899,1007
10911,1007
10924,1007
10937,1006
10949,1006
10961,1006
10974,1006
10986,1005
10999,1007
11012,1005
11024,1006
11036,1006
11048,1006
11061,1006
11074,1006
11086,1007
11099,1006
11111,1007
11123,1006
11137,1007
11149,1007
11161,1007
11173,1006
11186,1006
11199,1007
11211,1007
11224,1006
11236,1006
11248,1006
11260,1006
11274,1006
11286,1006
11298,1006
11311,1006
11323,1007
11336,1007
11348,1006
11361,1006
11373,1005
11385,1006
11399,1006
11411,1006
11423,1006
11436,1007
11448,1007
11460,1006
11473,1007
