time,value,slope
71.68, 138.00, 0.87
71.70, 138.00, 1.02
71.72, 137.00, 1.25
71.75, 138.00, 1.40
71.77, 137.00, 1.51
71.79, 138.00, 1.72
71.81, 137.00, 1.93
71.83, 140.00, 2.21
71.85, 137.00, 2.37
71.88, 137.00, 2.54
71.90, 138.00, 2.73
71.92, 138.00, 2.92
71.94, 137.00, 3.06
71.96, 138.00, 3.29
71.99, 136.00, 3.46
72.01, 137.00, 3.60
72.03, 137.00, 3.70
72.05, 138.00, 3.87
72.07, 137.00, 3.91
72.09, 136.00, 3.95
72.12, 139.00, 4.14
72.14, 136.00, 4.20
72.16, 138.00, 4.34
72.18, 137.00, 4.37
72.20, 136.00, 4.38
72.22, 135.00, 4.39
72.25, 135.00, 4.36
72.27, 135.00, 4.23
72.29, 137.00, 4.26
72.31, 137.00, 4.29
72.33, 135.00, 4.12
72.36, 137.00, 4.09
72.38, 136.00, 4.06
72.40, 136.00, 4.01
72.42, 138.00, 3.91
72.44, 137.00, 3.86
72.46, 135.00, 3.71
72.49, 137.00, 3.68
72.51, 138.00, 3.63
72.53, 136.00, 3.56
72.55, 136.00, 3.42
72.57, 137.00, 3.37
72.60, 135.00, 3.12
72.62, 136.00, 3.01
72.64, 135.00, 2.86
72.66, 137.00, 2.74
72.68, 135.00, 2.54
72.71, 135.00, 2.38
72.73, 138.00, 2.28
72.75, 137.00, 2.22
72.77, 136.00, 2.08
72.79, 135.00, 1.89
72.82, 138.00, 1.78
72.84, 135.00, 1.59
72.86, 138.00, 1.55
72.88, 137.00, 1.36
72.90, 137.00, 1.27
72.92, 138.00, 1.15
72.95, 135.00, 0.94
72.97, 137.00, 0.86
72.99, 138.00, 0.84
73.01, 137.00, 0.79
73.03, 136.00, 0.71
73.06, 137.00, 0.58
73.08, 138.00, 0.50
73.10, 137.00, 0.46
73.12, 137.00, 0.34
73.14, 137.00, 0.26
73.16, 138.00, 0.22
73.19, 136.00, 0.03
73.21, 136.00, -0.11
73.23, 139.00, -0.07
73.25, 137.00, -0.18
73.28, 136.00, -0.35
73.30, 137.00, -0.42
73.32, 137.00, -0.48
73.35, 139.00, -0.50
73.37, 137.00, -0.51
73.39, 138.00, -0.52
73.41, 136.00, -0.56
73.44, 138.00, -0.60
73.46, 136.00, -0.64
73.48, 136.00, -0.67
73.50, 138.00, -0.73
73.53, 135.00, -0.87
73.55, 137.00, -0.88
73.57, 136.00, -0.90
73.60, 136.00, -1.02
73.62, 135.00, -1.06
73.64, 136.00, -1.18
73.67, 136.00, -1.25
73.69, 136.00, -1.32
73.71, 135.00, -1.46
73.74, 136.00, -1.45
73.76, 135.00, -1.54
73.78, 138.00, -1.56
73.80, 138.00, -1.55
73.83, 136.00, -1.56
73.85, 135.00, -1.65
73.87, 137.00, -1.70
73.89, 136.00, -1.75
73.92, 136.00, -1.79
73.94, 136.00, -1.83
73.96, 137.00, -1.87
73.99, 137.00, -1.83
74.01, 136.00, -1.82
74.03, 136.00, -1.93
74.05, 138.00, -1.89
74.08, 136.00, -1.88
74.10, 137.00, -1.87
74.12, 137.00, -1.85
74.15, 138.00, -1.88
74.17, 138.00, -1.83
74.19, 137.00, -1.85
74.21, 139.00, -1.73
74.24, 139.00, -1.68
74.26, 137.00, -1.62
74.28, 139.00, -1.49
74.31, 139.00, -1.44
74.33, 139.00, -1.27
74.35, 137.00, -1.25
74.38, 137.00, -1.19
74.40, 139.00, -1.05
74.42, 140.00, -0.84
74.44, 139.00, -0.70
74.47, 139.00, -0.56
74.49, 139.00, -0.42
74.51, 139.00, -0.23
74.54, 137.00, -0.16
74.56, 139.00, 0.03
74.58, 138.00, 0.07
74.60, 137.00, 0.08
74.62, 139.00, 0.23
74.64, 139.00, 0.42
74.67, 139.00, 0.54
74.69, 140.00, 0.74
74.71, 137.00, 0.83
74.73, 140.00, 1.03
74.75, 137.00, 1.08
74.78, 139.00, 1.21
74.80, 138.00, 1.33
74.82, 140.00, 1.54
74.84, 137.00, 1.56
74.86, 138.00, 1.69
74.89, 138.00, 1.78
74.91, 137.00, 1.84
74.93, 137.00, 1.86
74.95, 139.00, 1.95
74.97, 138.00, 2.04
74.99, 138.00, 2.06
75.02, 137.00, 2.04
75.04, 139.00, 2.16
75.06, 138.00, 2.18
75.08, 139.00, 2.22
75.10, 138.00, 2.22
75.13, 137.00, 2.26
75.15, 138.00, 2.34
75.17, 138.00, 2.34
75.19, 138.00, 2.29
75.21, 137.00, 2.24
75.24, 138.00, 2.22
75.26, 138.00, 2.20
75.28, 138.00, 2.17
75.30, 138.00, 2.22
75.32, 138.00, 2.18
75.34, 137.00, 2.14
75.37, 138.00, 2.18
75.39, 138.00, 2.14
75.41, 138.00, 2.08
75.43, 138.00, 2.03
75.45, 137.00, 1.90
75.47, 138.00, 1.91
75.50, 137.00, 1.77
75.52, 138.00, 1.77
75.54, 138.00, 1.70
75.56, 139.00, 1.70
75.58, 140.00, 1.65
75.61, 137.00, 1.60
75.63, 139.00, 1.59
75.65, 139.00, 1.58
75.67, 140.00, 1.63
75.69, 138.00, 1.62
75.71, 140.00, 1.60
75.74, 140.00, 1.61
75.76, 139.00, 1.59
75.78, 139.00, 1.61
75.80, 138.00, 1.50
75.82, 140.00, 1.52
75.85, 139.00, 1.45
75.87, 138.00, 1.39
75.89, 139.00, 1.40
75.91, 140.00, 1.41
75.93, 139.00, 1.37
75.96, 138.00, 1.31
75.98, 138.00, 1.28
76.00, 140.00, 1.29
76.02, 139.00, 1.27
76.04, 138.00, 1.21
76.07, 140.00, 1.22
76.09, 140.00, 1.23
76.11, 140.00, 1.28
76.13, 139.00, 1.25
76.15, 142.00, 1.34
76.17, 140.00, 1.36
76.20, 139.00, 1.34
76.22, 139.00, 1.36
76.24, 139.00, 1.34
76.26, 139.00, 1.37
76.28, 140.00, 1.39
76.31, 140.00, 1.42
76.33, 139.00, 1.37
76.35, 139.00, 1.28
76.37, 140.00, 1.35
76.39, 139.00, 1.31
76.41, 140.00, 1.30
76.44, 139.00, 1.21
76.46, 140.00, 1.24
76.48, 141.00, 1.23
76.50, 142.00, 1.26
76.52, 139.00, 1.22
76.55, 139.00, 1.17
76.57, 1
